Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330224703
Firmware Version,1.4
Calibration Date,2022/11/22
Protocol Name_Number,TEST_038
Test Start Time,15:47:41
Test Start Date,2024/02/13
Test Length [D:H:M:S],0:15:38:0
Sample Interval [H:M:S],0:1:0
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),8.031
Bin 17 Cut Point (um),10.000
Alarm,0.000 #/cm3
Density,1.000
Refractive Index,0.000-0.000j
Size Correction Factor,0.000
FlowCal,1.000
DeadTime Correction Factor,1.000
Errors,Filter Warning
Number of Samples,938
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors,
53400,10029,2692,1119,555,374,397,137,159,69,13,2,0,0,1,1,0,0,0.120188,34.244,0.000,100.770,,Filter Warning,
53460,10148,2929,1132,548,359,439,127,161,67,9,0,0,0,0,0,0,0,0.122557,34.244,0.000,100.773,,Filter Warning,
53520,9931,2822,1131,584,379,397,157,156,74,11,0,2,1,0,1,0,0,0.121199,34.241,0.000,100.771,,Filter Warning,
53580,9902,2844,1156,560,367,384,137,161,65,15,1,2,0,0,0,0,0,0.120085,34.242,0.000,100.774,,Filter Warning,
53640,10024,2795,1227,572,414,375,129,142,62,12,1,2,1,0,0,0,0,0.121778,34.222,0.000,100.775,,Filter Warning,
53700,10049,2829,1224,545,397,397,132,180,69,12,2,3,1,0,0,0,0,0.122620,34.221,0.000,100.781,,Filter Warning,
53760,10123,2868,1148,595,372,376,129,155,65,8,3,0,0,0,0,0,0,0.121834,34.219,0.000,100.785,,Filter Warning,
53820,10298,2826,1216,555,372,386,142,163,64,9,2,1,0,0,0,0,0,0.123224,34.214,0.000,100.782,,Filter Warning,
53880,10061,2706,1177,607,379,367,135,148,55,8,1,2,1,1,0,0,0,0.120685,34.217,0.000,100.784,,Filter Warning,
53940,10300,2882,1160,571,388,378,137,147,58,3,1,3,0,0,0,0,0,0.123287,34.212,0.000,100.779,,Filter Warning,
54000,10163,2848,1257,571,357,379,141,156,66,6,0,0,1,0,0,0,0,0.122805,34.212,0.000,100.781,,Filter Warning,
54060,10105,2809,1183,562,381,361,127,173,76,12,1,0,0,0,0,0,1,0.121865,34.217,0.000,100.777,,Filter Warning,
54120,10279,2665,1250,559,349,377,135,152,66,8,4,0,0,0,0,0,1,0.121262,34.212,0.000,100.778,,Filter Warning,
54180,10291,2756,1284,566,390,359,159,131,45,6,6,0,1,0,0,0,0,0.123830,34.212,0.000,100.779,,Filter Warning,
54240,10206,2786,1256,575,363,327,137,152,63,5,4,0,0,0,0,0,0,0.122285,34.212,0.000,100.776,,Filter Warning,
54300,10502,2772,1179,568,348,367,131,138,59,11,1,1,1,1,0,0,0,0.122810,34.212,0.000,100.778,,Filter Warning,
54360,10488,2900,1169,557,361,371,115,143,62,7,5,0,0,0,0,0,0,0.124060,34.212,0.000,100.778,,Filter Warning,
54420,10705,2965,1174,527,361,386,130,161,48,11,2,1,0,0,0,0,0,0.126438,34.212,0.000,100.783,,Filter Warning,
54480,10570,2716,1180,550,369,368,110,160,64,8,2,1,1,0,0,0,0,0.123545,34.212,0.000,100.781,,Filter Warning,
54540,10650,2859,1165,556,363,341,131,157,57,10,2,3,1,0,0,0,0,0.124833,34.212,0.000,100.782,,Filter Warning,
54600,10657,2887,1252,560,345,378,96,134,61,5,5,1,1,1,0,0,0,0.126044,34.212,0.000,100.783,,Filter Warning,
54660,10606,2850,1146,557,389,384,128,143,51,5,0,1,0,0,0,0,0,0.124738,34.212,0.000,100.782,,Filter Warning,
54720,10685,2914,1207,558,383,351,129,151,66,2,3,0,0,0,0,0,0,0.126219,34.212,0.000,100.782,,Filter Warning,
54780,10420,2867,1187,583,351,362,157,125,66,6,3,0,0,0,0,0,0,0.123595,34.212,0.000,100.785,,Filter Warning,
54840,10782,2773,1170,570,343,352,128,145,61,12,0,0,0,0,0,0,0,0.125104,34.212,0.000,100.782,,Filter Warning,
54900,10956,2832,1223,559,358,346,140,126,59,7,1,1,0,0,0,0,0,0.126302,34.211,0.000,100.785,,Filter Warning,
54960,10849,2795,1223,553,356,385,130,132,50,4,1,0,0,0,1,0,0,0.125224,34.212,0.000,100.788,,Filter Warning,
55020,11034,2877,1158,537,355,374,130,141,52,4,2,1,1,0,0,0,0,0.126252,34.212,0.000,100.791,,Filter Warning,
55080,11105,2885,1129,589,360,364,139,123,53,5,0,0,0,0,0,0,0,0.127365,34.212,0.000,100.791,,Filter Warning,
55140,11177,2943,1185,563,397,366,126,138,42,5,1,1,1,0,0,0,0,0.128917,34.212,0.000,100.794,,Filter Warning,
55200,10863,2822,1155,548,376,362,135,159,42,5,1,2,0,2,1,0,0,0.125086,34.212,0.000,100.793,,Filter Warning,
55260,10778,2933,1202,549,349,349,140,139,56,8,6,0,0,1,0,1,3,0.125521,34.212,0.000,100.795,,Filter Warning,
55320,10685,2909,1189,531,364,354,146,105,64,5,5,1,1,0,0,0,1,0.124602,34.212,0.000,100.796,,Filter Warning,
55380,11584,3162,1428,694,532,669,339,459,559,621,686,708,735,687,708,706,1077,0.239184,34.209,0.000,100.795,,Filter Warning,
55440,18748,6550,2309,903,663,815,394,447,426,395,311,287,247,158,130,113,128,0.268546,34.194,0.000,100.795,,Filter Warning,
55500,42277,14497,3778,1079,577,537,187,223,152,92,48,55,51,53,41,47,50,0.484037,34.120,0.000,100.806,,Filter Warning,
55560,10291,2874,1222,587,332,370,126,102,58,19,13,15,9,6,3,4,4,0.122984,34.054,0.000,100.800,,Filter Warning,
55620,10937,3155,1332,568,346,332,115,131,55,13,9,8,5,1,2,4,1,0.129939,34.016,0.000,100.799,,Filter Warning,
55680,10828,3019,1298,576,309,360,108,120,56,18,8,6,6,4,4,4,1,0.127324,33.973,0.000,100.800,,Filter Warning,
55740,10541,3072,1280,599,363,331,115,142,46,19,9,12,6,7,2,3,1,0.126437,33.934,0.000,100.803,,Filter Warning,
55800,10503,3048,1236,563,327,335,110,138,63,11,11,8,5,1,4,0,3,0.124736,33.896,0.000,100.800,,Filter Warning,
55860,10509,3185,1424,661,431,591,300,373,393,445,407,414,425,342,261,234,280,0.178498,33.862,0.000,100.804,,Filter Warning,
55920,11182,3334,1382,668,364,514,219,233,234,226,218,199,195,177,171,162,172,0.160468,33.820,0.000,100.803,,Filter Warning,
55980,11548,3450,1634,841,580,1002,554,740,941,1005,843,773,580,384,314,251,230,0.230062,33.828,0.000,100.809,,Filter Warning,
56040,12996,3873,1392,568,359,395,160,167,122,97,53,60,41,17,16,8,14,0.155672,33.852,0.000,100.807,,Filter Warning,
56100,15018,4837,2253,1111,796,1306,798,927,1220,1153,988,1010,814,601,539,466,412,0.311435,33.854,0.000,100.806,,Filter Warning,
56160,15818,6095,3465,1811,1330,2498,1347,1725,1969,1786,1480,1214,1036,688,631,511,565,0.418547,33.855,0.000,100.805,,Filter Warning,
56220,16226,6375,3660,1893,1340,2643,1444,1712,1982,1774,1521,1303,1065,791,683,594,545,0.434416,33.852,0.000,100.802,,Filter Warning,
56280,15594,5913,3411,1701,1222,2370,1322,1570,1801,1678,1410,1160,954,713,569,488,473,0.400814,33.852,0.000,100.806,,Filter Warning,
