Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330224703
Firmware Version,1.4
Calibration Date,2022/11/22
Protocol Name_Number,TEST_038
Test Start Time,15:47:41
Test Start Date,2024/02/13
Test Length [D:H:M:S],0:15:38:0
Sample Interval [H:M:S],0:1:0
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),8.031
Bin 17 Cut Point (um),10.000
Alarm,0.000 #/cm3
Density,1.000
Refractive Index,0.000-0.000j
Size Correction Factor,0.000
FlowCal,1.000
DeadTime Correction Factor,1.000
Errors,Filter Warning
Number of Samples,938
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors,
29460,8368,3510,2046,1143,758,829,332,507,281,56,8,5,0,0,0,0,0,0.152379,34.538,0.000,100.800,,Filter Warning,
29520,8389,3450,2141,1131,799,860,362,449,273,55,4,1,1,1,0,0,0,0.152615,34.538,0.000,100.800,,Filter Warning,
29580,8316,3440,2111,1105,792,903,372,491,258,48,17,1,1,1,0,0,0,0.152878,34.538,0.000,100.800,,Filter Warning,
29640,8221,3363,2151,1171,782,861,366,478,256,51,6,2,3,0,0,0,0,0.151441,34.538,0.000,100.799,,Filter Warning,
29700,8407,3333,2112,1099,785,851,367,487,282,49,13,4,0,1,0,0,1,0.151926,34.536,0.000,100.801,,Filter Warning,
29760,8440,3468,2121,1126,773,834,362,464,274,52,6,1,0,0,0,0,0,0.152379,34.538,0.000,100.803,,Filter Warning,
29820,8270,3535,2088,1149,817,905,340,485,288,57,6,3,0,0,0,0,0,0.153867,34.538,0.000,100.798,,Filter Warning,
29880,8331,3340,2094,1085,743,865,345,478,272,56,14,4,0,0,0,0,0,0.149981,34.533,0.000,100.803,,Filter Warning,
29940,8292,3390,2133,1089,773,846,340,490,254,39,11,1,0,0,0,0,0,0.150326,34.538,0.000,100.801,,Filter Warning,
30000,8072,3379,2058,1148,757,908,340,461,266,41,7,3,0,0,0,0,0,0.149100,34.526,0.000,100.802,,Filter Warning,
30060,8341,3465,2015,1112,737,866,346,496,250,36,8,1,0,0,0,0,0,0.149962,34.537,0.000,100.800,,Filter Warning,
30120,8280,3442,2154,1139,764,864,334,447,267,46,11,3,1,0,0,0,0,0.152159,34.523,0.000,100.803,,Filter Warning,
30180,7983,3431,2038,1104,816,884,344,462,242,65,8,4,0,0,0,0,0,0.149207,34.521,0.000,100.805,,Filter Warning,
30240,8136,3300,1945,1073,782,843,356,502,279,54,12,4,0,0,0,0,0,0.146937,34.519,0.000,100.805,,Filter Warning,
30300,8087,3308,2135,1101,795,874,299,440,260,46,4,1,3,1,0,0,0,0.147902,34.526,0.000,100.806,,Filter Warning,
30360,8290,3339,2033,1113,773,790,364,463,270,43,5,3,0,1,0,0,0,0.148829,34.520,0.000,100.806,,Filter Warning,
30420,8058,3318,1998,1072,760,870,302,465,241,50,9,1,1,0,0,1,0,0.146000,34.519,0.000,100.808,,Filter Warning,
30480,8216,3292,1984,1103,736,844,304,400,233,39,5,2,4,0,0,0,0,0.145351,34.519,0.000,100.807,,Filter Warning,
30540,8202,3349,2061,1123,774,840,386,462,280,40,13,4,1,0,0,0,0,0.149738,34.520,0.000,100.809,,Filter Warning,
30600,8081,3332,1970,1082,713,885,319,432,251,39,11,1,1,0,0,0,0,0.145831,34.519,0.000,100.815,,Filter Warning,
30660,8077,3378,2094,1055,745,834,328,445,223,46,8,5,3,0,0,0,0,0.146756,34.519,0.000,100.813,,Filter Warning,
30720,8206,3285,1980,1062,750,858,338,526,271,27,12,0,0,0,0,0,0,0.147442,34.519,0.000,100.811,,Filter Warning,
30780,8073,3292,2020,1074,772,844,336,429,253,47,6,1,1,2,0,0,0,0.146186,34.519,0.000,100.816,,Filter Warning,
30840,8133,3267,2015,1110,751,865,346,403,259,56,7,9,1,2,1,0,0,0.147059,34.519,0.000,100.822,,Filter Warning,
30900,8166,3282,2008,1034,750,848,328,478,270,47,7,6,1,0,0,1,0,0.146270,34.519,0.000,100.820,,Filter Warning,
30960,8052,3239,2069,1092,757,791,342,480,282,44,10,5,2,0,0,0,0,0.146119,34.519,0.000,100.817,,Filter Warning,
31020,7950,3266,2002,1064,716,807,345,413,253,47,9,4,0,0,0,0,0,0.144017,34.519,0.000,100.816,,Filter Warning,
31080,8202,3372,1951,1022,750,859,377,452,240,43,14,7,1,1,0,0,0,0.147246,34.519,0.000,100.819,,Filter Warning,
31140,8060,3342,2041,1084,732,858,356,460,240,50,12,3,1,0,0,0,0,0.147236,34.517,0.000,100.821,,Filter Warning,
31200,8088,3325,1959,1093,674,834,337,415,240,47,11,1,4,0,0,0,0,0.144508,34.519,0.000,100.822,,Filter Warning,
31260,8104,3354,1998,1089,760,812,320,466,212,45,9,0,2,1,0,0,0,0.145900,34.519,0.000,100.825,,Filter Warning,
31320,8290,3327,1965,1059,747,807,312,436,215,40,6,2,3,0,0,0,0,0.145272,34.511,0.000,100.824,,Filter Warning,
31380,8001,3250,2018,1057,728,821,295,398,236,38,4,0,2,0,0,0,0,0.142349,34.494,0.000,100.823,,Filter Warning,
31440,8126,3262,2029,1090,738,871,339,415,266,40,6,2,0,0,0,0,0,0.146132,34.484,0.000,100.822,,Filter Warning,
31500,8038,3288,2009,1097,750,837,333,427,228,42,6,7,0,0,0,0,0,0.145125,34.481,0.000,100.819,,Filter Warning,
31560,8063,3329,1976,1036,721,830,352,445,258,49,13,0,0,0,0,0,0,0.145349,34.481,0.000,100.824,,Filter Warning,
31620,8061,3259,1939,1053,714,757,310,437,211,33,15,3,0,0,0,0,0,0.142609,34.481,0.000,100.823,,Filter Warning,
31680,8161,3185,1948,1128,709,803,309,420,236,36,14,0,4,1,0,0,0,0.143621,34.481,0.000,100.825,,Filter Warning,
31740,8065,3209,1936,1022,751,821,320,391,219,51,9,5,3,1,0,0,0,0.142380,34.481,0.000,100.823,,Filter Warning,
31800,8183,3257,2000,1018,710,787,324,434,224,47,10,4,0,1,1,0,0,0.143792,34.481,0.000,100.826,,Filter Warning,
31860,8065,3197,1973,1033,722,849,328,409,223,45,3,3,0,0,0,0,0,0.143052,34.481,0.000,100.824,,Filter Warning,
31920,8040,3230,1956,953,728,747,340,468,252,49,11,4,2,0,0,0,0,0.141726,34.481,0.000,100.823,,Filter Warning,
31980,8141,3252,1889,1073,741,782,329,455,266,49,8,5,1,1,0,0,0,0.144210,34.481,0.000,100.818,,Filter Warning,
32040,8215,3239,1920,1039,684,805,319,429,250,40,14,2,1,1,0,0,0,0.143051,34.481,0.000,100.819,,Filter Warning,
32100,8198,3225,1872,1049,749,776,304,411,247,40,8,5,0,0,0,0,0,0.142506,34.481,0.000,100.816,,Filter Warning,
32160,8134,3201,1976,1050,710,752,314,434,202,47,11,4,0,0,0,0,0,0.142173,34.481,0.000,100.819,,Filter Warning,
32220,8179,3230,1879,1080,692,774,314,448,226,42,9,3,1,0,0,0,0,0.142604,34.481,0.000,100.815,,Filter Warning,
32280,8314,3221,1967,1063,729,836,336,458,253,52,13,5,0,0,0,0,0,0.146090,34.480,0.000,100.817,,Filter Warning,
32340,8109,3237,1960,1055,774,828,315,419,232,56,11,4,2,0,0,0,0,0.143800,34.480,0.000,100.819,,Filter Warning,
32400,8185,3141,1936,1051,680,820,303,409,260,46,9,5,1,1,0,0,0,0.142177,34.479,0.000,100.814,,Filter Warning,
32460,8149,3166,1893,1005,728,795,313,408,213,37,9,2,0,0,0,0,0,0.141680,34.480,0.000,100.812,,Filter Warning,
32520,8189,3282,2000,1064,689,838,298,409,243,38,10,5,0,0,0,0,0,0.144378,34.474,0.000,100.809,,Filter Warning,
32580,8063,3221,1982,1003,734,833,337,434,258,43,10,2,0,2,0,0,0,0.143343,34.464,0.000,100.813,,Filter Warning,
32640,8303,3296,1947,1070,739,855,359,412,274,42,8,3,1,0,0,0,0,0.146104,34.465,0.000,100.816,,Filter Warning,
32700,8218,3200,1913,1001,744,847,344,451,241,66,6,2,1,0,0,0,0,0.144256,34.462,0.000,100.814,,Filter Warning,
32760,8121,3273,1986,1067,739,819,365,470,245,51,8,0,2,0,0,0,0,0.145726,34.465,0.000,100.815,,Filter Warning,
32820,8324,3182,1888,1015,705,751,312,437,259,46,12,1,3,0,0,0,0,0.142563,34.467,0.000,100.813,,Filter Warning,
32880,8392,3293,1897,1026,726,820,333,427,254,52,7,4,1,0,1,0,0,0.145316,34.462,0.000,100.811,,Filter Warning,
32940,8152,3265,1876,1048,703,844,328,429,249,34,11,3,4,0,0,0,0,0.143192,34.462,0.000,100.810,,Filter Warning,
33000,8258,3210,1887,1024,730,850,321,459,266,54,8,3,1,1,0,0,0,0.144094,34.463,0.000,100.816,,Filter Warning,
33060,8187,3292,1915,1105,752,797,328,463,277,51,10,5,3,0,0,0,0,0.145369,34.462,0.000,100.816,,Filter Warning,
33120,8275,3205,1888,1014,706,835,327,443,245,46,15,3,0,0,0,1,0,0.143170,34.462,0.000,100.812,,Filter Warning,
33180,8322,3298,1897,1030,729,802,320,450,247,46,19,0,1,0,0,0,0,0.144918,34.462,0.000,100.815,,Filter Warning,
33240,8237,3282,1906,1003,685,729,323,454,258,60,17,12,7,9,14,15,28,0.143860,34.462,0.000,100.821,,Filter Warning,
33300,8384,3280,1904,1030,731,812,311,435,259,39,12,4,0,0,0,0,0,0.144880,34.462,0.000,100.822,,Filter Warning,
33360,8160,3204,1883,1035,710,838,314,467,254,47,8,6,3,1,1,0,0,0.143976,34.462,0.000,100.825,,Filter Warning,
33420,8362,3244,1872,1070,722,817,335,445,239,47,9,2,0,0,0,0,0,0.144510,34.462,0.000,100.824,,Filter Warning,
33480,8168,3228,1940,1040,728,746,329,408,229,52,10,6,1,0,0,0,0,0.143064,34.462,0.000,100.824,,Filter Warning,
33540,8403,3201,1917,1059,728,824,310,455,277,35,13,1,2,0,0,0,0,0.146283,34.462,0.000,100.823,,Filter Warning,
33600,8397,3209,1827,997,727,845,334,450,244,45,13,3,4,0,0,0,0,0.144184,34.462,0.000,100.822,,Filter Warning,
33660,8321,3252,1814,1035,732,809,306,438,235,47,9,3,1,0,0,0,0,0.143909,34.462,0.000,100.824,,Filter Warning,
33720,8283,3229,1844,1021,695,838,356,442,265,40,15,0,1,0,0,0,0,0.144097,34.462,0.000,100.825,,Filter Warning,
33780,8201,3273,1903,1074,691,827,319,411,225,39,4,2,0,0,0,0,0,0.143616,34.462,0.000,100.825,,Filter Warning,
33840,8293,3291,1876,1009,752,848,330,444,294,49,15,2,0,0,0,0,0,0.145811,34.462,0.000,100.824,,Filter Warning,
33900,8381,3185,1801,1021,737,825,325,433,286,43,5,3,2,2,0,0,0,0.143677,34.457,0.000,100.824,,Filter Warning,
33960,8594,3223,1872,1028,696,838,350,470,262,56,12,3,1,0,0,0,0,0.146876,34.437,0.000,100.822,,Filter Warning,
34020,8358,3225,1792,1003,715,839,310,441,219,51,11,2,2,0,0,0,0,0.143107,34.450,0.000,100.822,,Filter Warning,
34080,8636,3221,1887,1003,726,845,370,464,283,62,9,5,2,0,0,0,0,0.147844,34.437,0.000,100.824,,Filter Warning,
34140,8554,3311,1916,1051,770,819,335,456,266,54,14,7,1,1,0,1,0,0.148374,34.423,0.000,100.824,,Filter Warning,
34200,8484,3259,1890,1087,726,862,344,444,271,55,7,5,1,0,0,0,0,0.147366,34.424,0.000,100.824,,Filter Warning,
34260,8511,3202,1950,1082,695,808,300,447,260,58,7,5,1,0,1,0,0,0.146394,34.433,0.000,100.821,,Filter Warning,
34320,8763,3350,1917,1050,678,853,349,488,270,55,11,4,1,1,1,0,0,0.149411,34.424,0.000,100.825,,Filter Warning,
34380,8463,3281,1912,1057,718,843,359,467,266,60,10,3,1,0,0,0,0,0.147155,34.423,0.000,100.826,,Filter Warning,
34440,8496,3229,1902,1019,696,809,320,450,291,48,6,5,0,0,0,0,0,0.145193,34.423,0.000,100.825,,Filter Warning,
34500,8542,3269,1925,1016,714,870,369,441,224,51,12,8,1,0,0,0,0,0.147206,34.423,0.000,100.824,,Filter Warning,
34560,8494,3288,1843,1029,685,732,311,428,250,48,16,0,2,1,0,0,0,0.144030,34.423,0.000,100.825,,Filter Warning,
34620,8856,3205,1868,989,722,827,333,446,296,41,19,3,0,0,0,0,0,0.147871,34.423,0.000,100.825,,Filter Warning,
34680,8468,3297,1886,1018,740,856,347,450,227,43,15,5,1,0,0,0,0,0.146490,34.423,0.000,100.825,,Filter Warning,
34740,8765,3336,1849,1074,787,806,339,520,254,55,13,3,1,0,0,0,0,0.149909,34.423,0.000,100.825,,Filter Warning,
34800,8782,3152,1882,1034,723,815,316,469,241,41,14,2,3,0,0,0,0,0.146389,34.423,0.000,100.824,,Filter Warning,
34860,8736,3348,1940,1033,726,814,362,434,252,50,12,7,1,0,0,1,0,0.149111,34.423,0.000,100.825,,Filter Warning,
34920,8676,3251,1884,1021,634,835,341,446,243,46,7,3,1,1,0,0,0,0.146058,34.423,0.000,100.825,,Filter Warning,
34980,8562,3157,1804,1072,712,805,317,429,247,55,13,3,2,2,0,0,0,0.144115,34.423,0.000,100.825,,Filter Warning,
35040,8772,3200,1992,1051,707,840,355,480,294,56,13,1,1,0,0,0,0,0.149859,34.423,0.000,100.826,,Filter Warning,
35100,8727,3270,1909,1033,699,828,344,438,292,51,14,2,0,0,1,0,0,0.147978,34.422,0.000,100.823,,Filter Warning,
35160,8797,3154,1869,1005,695,753,289,426,224,43,9,4,1,2,0,0,0,0.144353,34.423,0.000,100.825,,Filter Warning,
35220,8758,3268,1854,1003,761,827,337,465,247,39,12,12,2,1,1,0,0,0.147905,34.423,0.000,100.824,,Filter Warning,
35280,8785,3206,1833,1014,732,815,332,452,268,48,12,2,2,0,0,1,0,0.147642,34.422,0.000,100.825,,Filter Warning,
35340,8769,3273,1861,1007,713,802,327,442,238,55,9,0,1,0,0,0,0,0.147043,34.422,0.000,100.824,,Filter Warning,
35400,8676,3264,1965,1038,730,824,336,439,255,45,15,2,1,1,0,0,0,0.148685,34.423,0.000,100.825,,Filter Warning,
35460,8876,3249,1902,996,700,794,326,459,234,51,8,4,0,1,0,0,0,0.147227,34.423,0.000,100.825,,Filter Warning,
35520,8950,3339,1906,1062,707,796,364,423,264,55,10,3,1,1,0,0,0,0.149802,34.416,0.000,100.825,,Filter Warning,
35580,8993,3275,1933,1059,721,854,347,470,301,62,11,5,0,1,1,0,0,0.151456,34.411,0.000,100.825,,Filter Warning,
35640,9084,3310,1870,1073,727,827,343,433,272,52,14,3,3,0,0,0,0,0.150940,34.406,0.000,100.825,,Filter Warning,
35700,9019,3356,1954,1041,685,876,339,447,272,41,13,3,0,1,0,0,1,0.151698,34.409,0.000,100.822,,Filter Warning,
35760,8995,3248,1825,1015,727,836,352,441,240,53,12,6,1,0,0,0,0,0.148591,34.407,0.000,100.822,,Filter Warning,
35820,8864,3300,1915,1099,734,844,340,455,217,40,8,3,1,0,0,0,0,0.149551,34.406,0.000,100.823,,Filter Warning,
35880,9130,3220,1918,1040,753,827,325,447,275,61,6,1,1,0,0,0,0,0.151233,34.405,0.000,100.821,,Filter Warning,
35940,9000,3329,1844,978,764,744,326,419,269,45,16,6,1,0,0,0,0,0.148387,34.404,0.000,100.823,,Filter Warning,
36000,9161,3369,1986,1035,691,826,334,433,271,62,10,3,0,3,0,0,0,0.152321,34.404,0.000,100.825,,Filter Warning,
36060,9242,3377,1882,1049,742,827,363,456,297,54,11,2,0,2,1,0,0,0.152681,34.404,0.000,100.825,,Filter Warning,
36120,9005,3267,1895,1020,684,883,359,479,257,53,12,9,0,0,0,0,0,0.149823,34.404,0.000,100.824,,Filter Warning,
36180,9172,3311,1877,1096,726,806,344,459,261,53,11,2,2,0,0,0,0,0.151699,34.404,0.000,100.822,,Filter Warning,
36240,9130,3354,1899,1041,740,818,332,487,246,53,12,3,1,0,0,0,0,0.152125,34.404,0.000,100.821,,Filter Warning,
36300,9012,3242,1834,1030,755,804,335,449,223,54,7,3,1,0,0,0,0,0.148975,34.404,0.000,100.821,,Filter Warning,
36360,9185,3321,1827,1019,722,788,337,424,263,42,10,6,0,1,0,0,0,0.150193,34.404,0.000,100.821,,Filter Warning,
36420,9252,3295,1905,1017,690,764,383,452,242,65,14,3,0,0,0,0,0,0.150301,34.404,0.000,100.821,,Filter Warning,
36480,9022,3275,1838,1025,676,845,335,411,207,50,5,6,2,0,0,0,0,0.147760,34.404,0.000,100.819,,Filter Warning,
36540,9103,3197,1906,959,746,808,327,448,256,46,7,3,0,0,0,0,0,0.148801,34.404,0.000,100.822,,Filter Warning,
36600,9195,3319,1882,1054,750,888,344,471,261,57,10,3,1,2,0,0,0,0.152929,34.404,0.000,100.819,,Filter Warning,
36660,9254,3292,1954,1027,676,836,340,486,256,49,15,9,2,0,0,0,0,0.151865,34.404,0.000,100.814,,Filter Warning,
36720,9099,3288,1918,1062,726,806,324,455,241,46,9,2,0,0,0,1,0,0.149991,34.404,0.000,100.812,,Filter Warning,
36780,9284,3211,1862,967,719,814,306,435,286,51,9,1,0,0,0,0,0,0.149434,34.404,0.000,100.809,,Filter Warning,
36840,9208,3372,1883,1045,727,779,351,416,265,54,9,2,2,1,0,0,0,0.151613,34.404,0.000,100.809,,Filter Warning,
36900,9139,3316,1886,979,704,833,340,445,256,50,13,2,4,0,0,0,0,0.150217,34.402,0.000,100.812,,Filter Warning,
36960,9399,3348,2000,1033,721,842,349,449,273,41,6,4,4,1,0,0,0,0.153635,34.404,0.000,100.814,,Filter Warning,
37020,9225,3286,1850,1040,702,743,333,433,240,38,9,4,3,0,0,0,0,0.148306,34.403,0.000,100.811,,Filter Warning,
37080,9387,3230,1850,1030,686,837,356,464,262,59,10,1,2,0,0,0,0,0.150666,34.403,0.000,100.808,,Filter Warning,
37140,9256,3262,1853,998,714,782,303,436,231,36,9,3,1,1,0,0,0,0.148550,34.398,0.000,100.812,,Filter Warning,
37200,9531,3365,1855,1060,661,827,354,469,263,51,9,1,2,1,0,0,0,0.153566,34.376,0.000,100.810,,Filter Warning,
37260,9399,3337,1874,977,748,779,345,469,248,54,13,3,2,0,0,0,0,0.151974,34.372,0.000,100.810,,Filter Warning,
37320,9584,3372,1898,1046,731,843,330,463,259,48,15,1,0,0,0,0,0,0.155064,34.374,0.000,100.808,,Filter Warning,
37380,9380,3384,1789,999,757,833,324,457,257,62,10,6,1,0,0,0,0,0.151951,34.368,0.000,100.806,,Filter Warning,
37440,9434,3413,1923,1078,668,796,313,440,240,40,6,2,0,1,0,0,0,0.151972,34.368,0.000,100.806,,Filter Warning,
37500,9504,3409,1898,1025,758,806,349,436,227,51,9,3,1,0,0,0,0,0.153585,34.378,0.000,100.801,,Filter Warning,
37560,9660,3324,1968,986,697,806,317,433,265,56,9,2,1,0,0,0,0,0.153411,34.367,0.000,100.798,,Filter Warning,
37620,9430,3407,1865,1009,720,829,335,438,243,49,8,2,0,0,0,0,0,0.152190,34.366,0.000,100.797,,Filter Warning,
37680,9425,3349,1927,1058,713,803,326,405,265,51,10,4,0,0,0,0,0,0.152408,34.365,0.000,100.801,,Filter Warning,
37740,9615,3350,1867,938,745,770,335,430,248,56,12,5,5,0,0,0,0,0.152100,34.365,0.000,100.803,,Filter Warning,
37800,9571,3340,1862,1057,715,775,318,429,254,48,14,2,1,1,0,0,0,0.151960,34.365,0.000,100.802,,Filter Warning,
37860,9623,3360,1893,1019,705,795,331,463,252,55,11,4,0,0,0,0,0,0.153484,34.365,0.000,100.799,,Filter Warning,
37920,9391,3333,1891,1018,683,790,313,444,238,40,10,1,0,0,0,0,0,0.150226,34.365,0.000,100.799,,Filter Warning,
37980,9594,3382,1835,1004,703,763,329,429,228,50,15,4,2,1,0,0,0,0.151267,34.365,0.000,100.799,,Filter Warning,
38040,9486,3364,1846,973,721,797,306,457,240,55,10,2,2,0,1,0,0,0.151306,34.365,0.000,100.798,,Filter Warning,
38100,9662,3418,1833,968,727,852,289,434,255,47,13,1,1,0,0,0,0,0.153386,34.365,0.000,100.797,,Filter Warning,
38160,9777,3436,1818,1051,686,846,351,428,264,58,5,3,3,1,0,0,0,0.154637,34.365,0.000,100.801,,Filter Warning,
38220,9755,3349,1891,1036,711,772,320,455,277,45,9,5,0,0,0,0,0,0.153909,34.365,0.000,100.804,,Filter Warning,
38280,9919,3416,1864,1000,734,815,350,441,277,38,14,5,0,1,1,0,0,0.156365,34.365,0.000,100.801,,Filter Warning,
38340,9750,3383,1887,996,727,805,338,422,245,64,10,3,2,0,0,0,0,0.154388,34.365,0.000,100.804,,Filter Warning,
38400,9549,3292,1904,1020,729,801,350,420,225,46,8,2,1,1,0,0,0,0.151821,34.365,0.000,100.804,,Filter Warning,
38460,9741,3324,1829,987,710,840,340,426,260,49,15,4,0,0,0,0,0,0.153159,34.365,0.000,100.806,,Filter Warning,
38520,9694,3348,1779,979,659,790,323,421,238,46,6,4,1,1,0,0,0,0.150683,34.365,0.000,100.802,,Filter Warning,
38580,9818,3541,1899,1020,731,772,364,449,241,41,4,4,1,0,0,0,0,0.155832,34.365,0.000,100.801,,Filter Warning,
38640,9716,3423,1822,999,687,821,347,431,244,42,13,5,1,0,0,0,0,0.153318,34.365,0.000,100.802,,Filter Warning,
38700,9909,3468,1944,1042,769,715,344,462,270,51,15,2,0,0,0,0,0,0.156817,34.365,0.000,100.796,,Filter Warning,
38760,10120,3457,1874,1058,719,801,345,482,238,53,8,2,2,0,0,0,0,0.158102,34.365,0.000,100.799,,Filter Warning,
38820,9744,3415,1854,1015,707,820,311,461,273,46,10,4,0,1,0,0,0,0.155007,34.365,0.000,100.798,,Filter Warning,
38880,9999,3404,1918,1054,708,807,365,418,246,42,6,0,1,0,0,0,0,0.156922,34.365,0.000,100.798,,Filter Warning,
38940,9643,3423,1853,973,730,819,355,457,254,60,8,5,1,0,0,0,0,0.154303,34.365,0.000,100.801,,Filter Warning,
39000,9784,3490,1849,943,685,779,298,475,260,51,11,1,1,0,0,0,0,0.153742,34.365,0.000,100.798,,Filter Warning,
39060,9648,3310,1783,979,669,752,327,441,227,31,12,4,0,0,0,0,0,0.149767,34.365,0.000,100.800,,Filter Warning,
39120,9984,3451,1793,997,721,770,304,468,276,37,7,3,0,0,0,0,0,0.154405,34.365,0.000,100.796,,Filter Warning,
39180,10026,3390,1904,1046,680,805,303,420,242,41,10,4,1,0,0,0,0,0.155706,34.365,0.000,100.798,,Filter Warning,
39240,9711,3539,1862,1040,657,808,335,447,234,29,7,6,0,1,0,0,0,0.154599,34.365,0.000,100.797,,Filter Warning,
39300,9948,3429,1818,993,704,758,304,443,250,51,11,3,2,0,0,0,0,0.154525,34.365,0.000,100.795,,Filter Warning,
39360,10022,3488,1839,987,716,784,303,416,257,57,11,2,1,0,0,0,0,0.155634,34.363,0.000,100.796,,Filter Warning,
39420,10069,3447,1900,996,753,781,340,421,235,31,13,2,0,1,0,0,0,0.156597,34.361,0.000,100.797,,Filter Warning,
39480,10144,3548,1874,1062,700,774,317,443,247,55,15,4,1,1,0,0,0,0.157606,34.353,0.000,100.796,,Filter Warning,
39540,9890,3431,1790,982,710,798,288,483,258,48,8,3,0,0,0,0,0,0.154032,34.354,0.000,100.795,,Filter Warning,
39600,9837,3367,1909,1005,674,744,317,423,230,42,12,2,0,0,0,0,0,0.152997,34.354,0.000,100.796,,Filter Warning,
39660,9905,3290,1793,954,718,796,287,395,218,45,9,3,2,0,0,0,0,0.151378,34.355,0.000,100.795,,Filter Warning,
39720,9947,3478,1895,991,685,792,339,414,293,39,13,3,1,0,0,0,0,0.156148,34.353,0.000,100.795,,Filter Warning,
39780,9868,3463,1788,1033,695,780,328,425,249,39,9,1,1,0,0,0,1,0.153997,34.348,0.000,100.795,,Filter Warning,
39840,10026,3445,1882,1004,703,793,313,404,232,32,7,2,1,0,0,0,0,0.155502,34.349,0.000,100.795,,Filter Warning,
39900,9997,3489,1794,981,663,723,339,445,274,53,8,1,0,0,0,0,0,0.154495,34.346,0.000,100.795,,Filter Warning,
39960,9767,3390,1854,917,696,798,318,452,247,39,8,4,0,0,1,0,0,0.152511,34.348,0.000,100.795,,Filter Warning,
40020,10005,3500,1817,988,705,784,341,432,235,36,7,2,0,0,0,0,0,0.155463,34.349,0.000,100.795,,Filter Warning,
40080,10164,3431,1744,1009,744,771,327,420,257,41,13,1,0,0,0,0,0,0.155625,34.346,0.000,100.795,,Filter Warning,
40140,10041,3373,1765,933,677,812,288,452,251,59,6,4,1,0,0,0,0,0.154071,34.346,0.000,100.795,,Filter Warning,
40200,10005,3407,1813,939,685,776,310,406,228,35,9,4,1,0,0,0,0,0.153370,34.346,0.000,100.795,,Filter Warning,
40260,10181,3481,1774,1008,694,751,338,418,263,45,10,1,1,0,0,0,0,0.156187,34.346,0.000,100.795,,Filter Warning,
40320,9978,3367,1840,964,668,769,303,440,222,39,8,3,0,0,0,0,0,0.152699,34.346,0.000,100.795,,Filter Warning,
40380,10018,3510,1871,955,659,781,310,424,223,55,7,4,1,0,1,0,0,0.154694,34.346,0.000,100.795,,Filter Warning,
40440,10046,3333,1768,920,667,800,318,395,211,48,11,4,0,0,0,0,0,0.151541,34.346,0.000,100.795,,Filter Warning,
40500,10271,3426,1901,968,636,749,327,384,238,46,8,1,0,0,0,0,1,0.155647,34.346,0.000,100.794,,Filter Warning,
40560,10333,3411,1778,930,630,745,304,454,228,45,8,1,1,0,0,0,0,0.153142,34.346,0.000,100.794,,Filter Warning,
40620,10139,3365,1760,996,693,760,333,419,237,40,7,1,1,0,0,0,0,0.153788,34.346,0.000,100.795,,Filter Warning,
40680,10039,3362,1818,964,667,720,308,441,243,45,7,7,1,0,0,0,0,0.152552,34.346,0.000,100.795,,Filter Warning,
40740,10320,3480,1810,946,707,798,332,426,276,45,6,1,1,3,0,0,0,0.156986,34.346,0.000,100.794,,Filter Warning,
40800,10209,3325,1773,1040,740,776,298,432,250,48,5,4,0,0,0,0,0,0.155391,34.346,0.000,100.794,,Filter Warning,
40860,9922,3434,1688,932,712,775,327,431,203,54,7,4,0,0,0,0,0,0.151597,34.346,0.000,100.794,,Filter Warning,
40920,10306,3477,1790,926,681,769,293,437,233,47,6,3,0,0,0,0,0,0.154884,34.346,0.000,100.795,,Filter Warning,
40980,10187,3422,1806,987,675,756,325,411,209,38,10,3,1,0,0,0,0,0.153871,34.346,0.000,100.794,,Filter Warning,
41040,10081,3359,1764,978,688,758,335,397,223,44,9,3,0,0,0,0,0,0.153170,34.346,0.000,100.794,,Filter Warning,
41100,10148,3353,1813,953,721,726,343,400,209,36,8,1,1,0,0,0,0,0.153777,34.346,0.000,100.792,,Filter Warning,
41160,10215,3435,1835,972,628,729,326,428,242,44,6,1,1,0,0,0,0,0.154143,34.346,0.000,100.793,,Filter Warning,
41220,10199,3405,1891,933,652,730,336,428,276,31,7,3,0,0,0,0,0,0.154958,34.346,0.000,100.791,,Filter Warning,
41280,10289,3407,1725,946,658,713,285,403,212,30,8,4,0,0,0,0,0,0.152227,34.346,0.000,100.791,,Filter Warning,
