TSI NanoScan SMPS Model 3910
Mode,Scan
Serial Number,3910161901
Last Calibrated,2022/03/15


dN (#/cm3)

File Index,Sample #,Date Time,11.5,15.4,20.5,27.4,36.5,48.7,64.9,86.6,115.5,154.0,205.4,273.8,365.2,Total Conc,Median (nm),Mean (nm),Geo Mean (nm),Mode (nm),GSD,Particle Density (g/cc),Firmware Version,Status
1,92,2024/2/14 9:12:47,45.9803,79.8826,78.1871,119.1411,129.5719,118.5949,108.5608,110.7103,107.4535,80.5015,35.4302,0.0000,0.0000,1014.0143,49.1068,64.9437,48.6919,36.5174,2.1795,1.2000,1.4,Inlet flow error; Filling reservoir; CPC flow error; Charger flow error; 
1,93,2024/2/14 9:13:47,31.7840,64.2948,78.9824,115.5917,99.4737,79.7320,90.8309,128.1963,131.7550,79.6677,6.2938,0.0000,0.0000,906.6023,53.8665,65.5579,50.4102,115.4782,2.1361,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,94,2024/2/14 9:14:47,25.4680,62.4412,69.7605,88.0728,112.9210,131.7771,135.1602,117.2275,84.3875,42.6056,3.4952,0.0000,0.0000,873.3164,51.0178,59.0769,47.6682,64.9382,1.9714,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,95,2024/2/14 9:15:47,32.7392,78.3192,73.3864,115.4680,117.0349,99.6588,90.4842,101.9976,104.3464,72.8917,19.6694,0.0000,0.0000,905.9959,47.7475,63.3581,47.9648,36.5174,2.1495,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,96,2024/2/14 9:16:47,41.1771,76.2985,64.2308,107.7389,118.0096,107.7756,101.4924,112.1556,117.3675,88.2176,31.3690,0.0000,0.0000,965.8327,52.5568,67.6727,50.9284,36.5174,2.1890,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,97,2024/2/14 9:17:47,34.2499,71.9307,78.6909,137.1751,136.4955,105.4579,84.8561,95.7548,103.9729,76.6749,22.1592,0.0000,0.0000,947.4179,44.6508,62.4459,47.2380,27.3842,2.1344,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,98,2024/2/14 9:18:47,29.7709,62.1864,75.7467,128.6230,118.4814,92.8116,92.6425,124.1622,129.1074,79.9814,6.6068,0.0000,0.0000,940.1204,51.0667,64.4341,49.9146,115.4782,2.0995,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,99,2024/2/14 9:19:47,42.2770,77.2094,80.4463,108.7315,105.2455,100.3203,114.0490,138.1311,128.2392,73.2761,5.3607,0.0000,0.0000,973.2861,52.9098,63.2874,48.8506,86.5964,2.1260,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,100,2024/2/14 9:20:47,26.6728,65.9952,71.5951,95.6458,98.6134,95.0492,96.7382,102.3888,90.7330,52.8917,6.0903,0.0000,0.0000,802.4136,48.9886,60.6485,47.2124,86.5964,2.0749,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,101,2024/2/14 9:21:47,23.9556,68.8111,72.3763,98.4154,101.7055,100.8014,107.1644,117.3555,103.6722,56.5235,0.0000,0.0000,0.0000,850.7809,51.0834,61.0475,48.1773,86.5964,2.0455,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,102,2024/2/14 9:22:47,33.4400,51.8225,62.6803,99.9789,107.2891,101.5976,102.5419,111.5898,104.3256,65.0859,10.3788,0.0000,0.0000,850.7304,52.4195,64.1779,50.0524,86.5964,2.0813,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,103,2024/2/14 9:23:47,18.2754,58.9376,86.5439,108.8203,95.0487,87.8218,105.8262,133.4852,119.1017,58.8634,0.0000,0.0000,0.0000,872.7242,53.7292,62.8756,49.7701,86.5964,2.0404,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,104,2024/2/14 9:24:47,31.1446,59.9289,63.9614,89.8100,92.7361,90.0686,95.2178,104.7694,91.6643,49.2395,0.0000,0.0000,0.0000,768.5406,49.9734,60.1810,47.2069,86.5964,2.0658,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,105,2024/2/14 9:25:47,31.0428,58.3525,63.4843,105.2185,98.2920,79.6832,81.0409,105.9260,105.4565,61.5664,1.5963,0.0000,0.0000,791.6595,49.6406,62.3168,48.2685,86.5964,2.1026,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,106,2024/2/14 9:26:47,23.0169,62.4460,81.3646,106.3202,99.8174,93.2712,104.3592,124.2151,114.5553,63.6235,0.0000,0.0000,0.0000,872.9892,52.2862,62.4939,49.1732,86.5964,2.0569,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,107,2024/2/14 9:27:47,19.5739,54.7556,69.6751,103.5462,99.7660,92.7088,102.0595,121.9367,105.7920,49.0878,0.0000,0.0000,0.0000,818.9014,52.1310,61.6143,49.1591,86.5964,2.0122,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,108,2024/2/14 9:28:47,28.5531,52.5553,60.6269,102.2274,102.5180,88.8417,86.4974,99.5870,89.9059,46.1899,0.0000,0.0000,0.0000,757.5025,47.7688,59.3917,46.8510,36.5174,2.0374,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,109,2024/2/14 9:29:47,26.3687,50.9759,57.4051,94.9231,99.7064,88.1142,81.8589,88.3558,86.2893,56.3556,7.2798,0.0000,0.0000,737.6327,48.9672,62.2322,48.3511,36.5174,2.0784,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,110,2024/2/14 9:30:47,32.5733,64.2028,57.6211,102.8627,112.1064,97.2139,81.5655,81.3490,74.2790,47.5183,11.8518,0.0000,0.0000,763.1436,44.3913,58.7869,45.2620,36.5174,2.0839,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,111,2024/2/14 9:31:47,25.4061,60.8595,56.6879,98.0635,97.5178,83.3142,81.7482,100.3645,99.4362,58.8394,1.2145,0.0000,0.0000,763.4517,49.9739,62.2057,48.4776,86.5964,2.0824,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,112,2024/2/14 9:32:47,22.4816,50.0874,59.8532,79.5289,85.7402,90.2538,97.7606,100.8412,78.1592,34.9101,0.0000,0.0000,0.0000,699.6160,50.8128,59.2416,47.4400,86.5964,2.0010,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,113,2024/2/14 9:33:47,24.6074,58.6120,49.3357,86.2971,101.6918,100.4914,93.3849,89.1509,70.8915,34.2869,0.0000,0.0000,0.0000,708.7498,47.3911,57.0313,45.6653,36.5174,1.9890,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,114,2024/2/14 9:34:47,12.4825,52.9424,63.3773,88.9087,95.7362,95.6495,95.2759,94.0512,72.5479,33.6319,0.0000,0.0000,0.0000,704.6035,48.3796,57.8166,46.7034,36.5174,1.9560,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,115,2024/2/14 9:35:47,26.3219,52.2069,57.5595,104.2237,111.0060,93.4233,76.3943,75.1191,65.7433,38.6329,6.6536,0.0000,0.0000,707.2845,42.9606,56.7246,44.5101,36.5174,2.0205,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,116,2024/2/14 9:36:47,23.9055,56.8008,51.9046,76.6681,95.2176,103.7224,102.2636,92.4617,68.2797,32.1320,0.0000,0.0000,0.0000,703.3560,49.0711,57.3319,46.1655,48.6968,1.9783,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,117,2024/2/14 9:37:47,27.9061,45.3561,57.8978,99.1445,86.9518,70.4069,82.2108,116.8097,110.2074,48.8772,0.0000,0.0000,0.0000,745.7683,53.8346,63.3383,49.8774,86.5964,2.0670,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,118,2024/2/14 9:38:47,22.5340,49.3496,76.5501,109.8895,41.9750,21.1484,108.6586,251.9428,267.9988,124.8136,0.0000,0.0000,0.0000,1074.8606,86.5321,81.1323,65.6280,115.4782,2.0728,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,119,2024/2/14 9:39:47,14.0063,50.9893,66.1142,86.9238,90.8966,88.5118,86.1105,82.3367,61.5470,28.5097,0.0000,0.0000,0.0000,655.9459,45.6644,55.6967,44.8485,36.5174,1.9574,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,120,2024/2/14 9:40:47,0.0000,150.8007,207.2416,112.1784,49.0982,58.7345,101.0877,116.2052,86.3136,30.8317,0.0000,0.0000,0.0000,912.4916,30.9553,50.0231,38.0444,20.5353,2.0842,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,121,2024/2/14 9:41:47,21.0988,61.5746,63.4923,85.2745,91.4984,91.9895,93.0992,93.4592,75.1099,36.2509,0.0000,0.0000,0.0000,712.8474,47.7798,57.5812,45.7616,86.5964,2.0121,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,122,2024/2/14 9:42:47,32.7955,54.4978,55.6811,86.4868,92.5361,90.0341,92.4570,98.1110,77.2721,30.6878,0.0000,0.0000,0.0000,710.5594,47.8601,57.1976,45.4328,86.5964,2.0236,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,123,2024/2/14 9:43:47,31.2002,75.4847,67.5012,89.5186,96.3157,102.5546,114.2273,124.5593,103.4206,51.0704,0.0000,0.0000,0.0000,855.8526,52.0164,60.6213,47.7576,86.5964,2.0614,1.2000,1.4,Inlet flow error; Filling reservoir; CPC flow error; Charger flow error; 
1,124,2024/2/14 9:44:47,27.7795,55.3612,58.3888,97.0825,101.4156,103.4910,121.0138,146.2524,127.9011,62.3329,0.0000,0.0000,0.0000,901.0188,57.9122,65.1107,52.1665,86.5964,2.0229,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,125,2024/2/14 9:45:47,23.0707,110.4996,106.1934,122.7597,103.6495,100.3111,128.9084,170.9228,156.7485,76.9274,0.0000,0.0000,0.0000,1099.9909,54.4817,63.0004,48.9985,86.5964,2.1042,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,126,2024/2/14 9:46:47,52.5708,104.1956,92.2787,133.0932,140.1771,134.7354,137.1976,149.1923,130.6453,72.2978,4.6574,0.0000,0.0000,1151.0411,48.2186,59.4563,46.0575,86.5964,2.0975,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,127,2024/2/14 9:47:47,513.4627,265.5855,11.5099,149.6046,201.3315,146.3767,115.3514,155.8844,173.0057,112.9348,14.4802,0.0000,0.0000,1859.5274,31.3953,48.4883,32.0904,11.5478,2.4820,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,128,2024/2/14 9:48:47,43.0483,107.5011,119.7317,145.8893,147.8538,161.3606,195.8471,225.9244,197.7114,104.2147,0.0000,0.0000,0.0000,1449.0824,56.7432,64.1959,50.8074,86.5964,2.0587,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,129,2024/2/14 9:49:47,49.1544,93.2097,124.3413,172.8523,163.7221,152.0189,172.4331,210.2953,194.2000,108.9282,5.5810,0.0000,0.0000,1446.7363,53.8327,63.8857,50.0540,86.5964,2.0766,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,130,2024/2/14 9:50:47,39.6484,98.5633,135.2084,178.7129,170.2794,172.4286,208.5194,249.3097,207.7594,91.6204,0.0000,0.0000,0.0000,1552.0499,55.2668,62.8148,50.2664,86.5964,2.0147,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,131,2024/2/14 9:51:47,23.1776,142.9413,172.7489,177.5007,157.8436,177.1065,238.3225,292.7243,260.8505,134.5925,0.0000,0.0000,0.0000,1777.8084,59.8060,65.7773,52.1734,86.5964,2.0526,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,132,2024/2/14 9:52:47,31.6515,141.6156,165.7247,208.9702,166.9135,156.4633,221.9538,322.0410,309.4285,156.4014,0.0000,0.0000,0.0000,1881.1636,62.7292,67.7795,53.4866,86.5964,2.0781,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,133,2024/2/14 9:53:47,49.9533,149.5609,184.0175,238.8619,179.7649,154.4331,231.2395,364.5269,373.3204,210.1257,0.0000,0.0000,0.0000,2135.8042,65.9392,69.9203,54.7041,115.4782,2.1166,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,134,2024/2/14 9:54:47,53.7130,143.6411,175.5773,198.2575,184.7198,190.5671,234.8156,282.2967,264.2634,158.5020,19.6846,0.0000,0.0000,1906.0379,57.3455,66.3963,51.5225,86.5964,2.1142,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,135,2024/2/14 9:55:47,37.7696,129.7153,154.5919,204.2351,169.4662,142.5515,175.6394,252.2766,263.4362,166.6469,23.4895,0.0000,0.0000,1719.8182,59.1457,68.8971,52.9923,115.4782,2.1428,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,136,2024/2/14 9:56:47,34.6735,142.6443,163.7962,193.2905,166.7690,148.8820,174.2835,227.5885,239.2079,161.4122,31.2981,0.0000,0.0000,1683.8457,56.0412,68.0148,51.7922,115.4782,2.1623,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,137,2024/2/14 9:57:47,43.6547,110.2886,131.2076,184.0682,164.5257,136.5933,149.0036,199.8709,215.8411,150.5457,37.7888,0.0000,0.0000,1523.3881,55.9182,69.2201,52.5363,115.4782,2.1730,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,138,2024/2/14 9:58:47,51.6939,91.6121,115.2936,232.1814,198.7492,127.2020,119.6499,200.5434,235.2779,159.5516,29.3455,0.0000,0.0000,1561.1006,52.7754,68.5972,52.2077,115.4782,2.1586,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,139,2024/2/14 9:59:47,26.5028,105.0981,131.6041,147.2366,143.7081,148.1919,167.7769,184.6994,166.5781,105.4582,29.0316,0.0000,0.0000,1355.8857,54.4778,65.9719,51.0032,86.5964,2.1031,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,140,2024/2/14 10:00:47,20.3491,93.0456,118.2216,138.9359,120.4397,119.2283,155.5245,204.7936,199.7269,120.1592,12.6838,0.0000,0.0000,1303.1082,61.8538,69.1505,54.1604,86.5964,2.0921,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,141,2024/2/14 10:01:47,32.9995,94.4073,102.6087,116.9319,141.0924,164.4639,175.3687,162.2246,131.0408,79.8316,21.1825,0.0000,0.0000,1222.1518,53.2379,63.4268,49.7724,64.9382,2.0567,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,142,2024/2/14 10:02:47,40.9117,94.0706,103.2310,153.1930,131.6356,98.8685,106.8747,161.0591,194.3286,150.4000,51.0104,0.0000,0.0000,1285.5831,60.5199,73.7574,54.9557,115.4782,2.2456,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,143,2024/2/14 10:03:47,36.8326,70.9180,96.7343,143.0466,119.7693,95.7753,116.1188,170.9004,175.5183,108.1590,16.4101,0.0000,0.0000,1150.1827,58.7783,68.7653,52.9585,115.4782,2.1404,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,144,2024/2/14 10:04:47,25.8520,87.9552,107.2400,127.8945,103.7551,88.8389,112.8705,162.0599,178.2834,124.7317,30.5136,0.0000,0.0000,1149.9948,62.4354,72.0852,54.6522,115.4782,2.1943,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,145,2024/2/14 10:05:47,27.8704,76.5829,101.2740,133.6528,121.2184,103.1442,109.2459,136.8088,144.6296,104.1628,33.6214,0.0000,0.0000,1092.2111,54.3876,68.9223,52.1981,115.4782,2.1677,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,146,2024/2/14 10:06:47,30.0793,81.5267,84.6603,116.9394,116.4734,111.2376,122.0713,146.9452,149.6840,103.4537,28.5835,0.0000,0.0000,1091.6545,57.5797,69.5750,53.2765,115.4782,2.1502,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,147,2024/2/14 10:07:47,29.4774,66.6390,84.9419,113.0515,99.4339,83.1693,93.9075,127.9301,141.8309,107.9225,42.8663,0.0000,0.0000,991.1704,60.6257,73.5138,55.1249,115.4782,2.2207,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,148,2024/2/14 10:08:47,24.8659,72.1165,90.5403,117.6910,107.6175,96.8036,109.0810,138.3030,142.9880,99.6654,30.1863,0.0000,0.0000,1029.8584,57.7372,70.1479,53.5036,115.4782,2.1582,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,149,2024/2/14 10:09:47,28.6048,67.0763,81.8278,117.2925,103.0201,83.4870,93.4004,131.9174,148.5061,110.1842,36.8470,0.0000,0.0000,1002.1635,60.8292,73.0972,55.1501,115.4782,2.2036,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,150,2024/2/14 10:10:47,16.5052,71.5032,79.2421,101.5649,99.7059,93.3793,97.1670,111.9632,115.1592,87.7436,39.1540,0.0000,0.0000,913.0875,56.0023,70.9073,53.5977,115.4782,2.1730,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,151,2024/2/14 10:11:47,31.7374,74.9203,82.2935,111.5553,106.9073,91.5362,90.7958,109.3643,123.4138,99.0120,40.2186,0.0000,0.0000,961.7544,54.0118,70.4451,52.3487,115.4782,2.2284,1.2000,1.4,Inlet flow error; Filling reservoir; CPC flow error; Charger flow error; 
1,152,2024/2/14 10:12:47,31.4261,69.0474,73.4656,94.5310,93.5921,89.5671,98.0359,115.7009,118.4633,85.5468,29.2890,0.0000,0.0000,898.6651,56.4531,69.6104,52.5385,115.4782,2.1929,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,153,2024/2/14 10:13:47,18.8812,56.7793,68.9593,118.7625,113.0595,85.9254,73.9265,92.7031,102.9820,78.4087,32.0074,0.0000,0.0000,842.3950,50.0088,68.1882,51.4851,27.3842,2.1536,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,154,2024/2/14 10:14:47,21.0536,60.0396,60.9097,91.8820,94.3638,90.0552,94.0650,106.8472,94.6639,52.6132,5.4261,0.0000,0.0000,771.9193,51.7137,62.5387,49.1171,86.5964,2.0570,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,155,2024/2/14 10:15:47,11.4120,56.1395,74.1926,93.2067,91.0090,82.9965,81.7118,87.8341,88.1622,65.7739,25.2184,0.0000,0.0000,757.6568,51.6591,67.0988,51.1511,27.3842,2.1259,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,156,2024/2/14 10:16:47,25.1360,53.3040,57.3098,79.8196,80.4852,77.8540,87.1878,105.9840,110.5131,79.5465,25.0064,0.0000,0.0000,782.1465,60.5481,71.8412,54.8422,115.4782,2.1701,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,157,2024/2/14 10:17:47,25.7580,48.2336,55.2997,78.9829,79.9462,82.1139,99.3554,122.6181,118.4731,72.2602,8.4735,0.0000,0.0000,791.5144,61.6663,69.3300,54.4260,86.5964,2.0934,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,158,2024/2/14 10:18:47,14.6440,37.6438,65.1843,87.6346,74.8180,64.0624,76.1899,101.5188,97.3826,55.4655,3.9545,0.0000,0.0000,678.4983,55.7665,65.8464,51.7548,86.5964,2.0630,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,159,2024/2/14 10:19:47,19.0166,43.2911,51.6377,78.0361,83.1082,82.5727,87.7470,96.4910,84.6946,47.8472,4.8397,0.0000,0.0000,679.2819,53.7161,63.7964,50.5481,86.5964,2.0350,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,160,2024/2/14 10:20:47,18.4486,38.7782,50.8058,82.3351,80.3705,68.6669,68.1120,81.4785,78.7492,48.7636,9.4399,0.0000,0.0000,625.9483,51.3477,64.5538,50.1686,27.3842,2.0815,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,161,2024/2/14 10:21:47,21.4744,53.4107,59.6009,79.0849,78.8478,75.8446,81.3322,91.8639,84.0851,50.1009,7.1482,0.0000,0.0000,682.7935,51.7837,63.2145,49.0392,86.5964,2.0951,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,162,2024/2/14 10:22:47,23.6969,46.2434,51.6428,78.6019,74.5669,62.7274,64.5122,82.5070,87.2693,62.0373,20.2048,0.0000,0.0000,654.0098,54.4446,68.9447,52.0279,115.4782,2.1861,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,163,2024/2/14 10:23:47,20.9679,38.5958,48.6318,89.2502,84.8405,66.4095,62.6395,80.1536,78.8441,46.0827,3.9288,0.0000,0.0000,620.3443,48.5742,62.2685,48.5838,27.3842,2.0673,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,164,2024/2/14 10:24:47,19.0951,45.2803,51.8123,68.5257,77.7900,81.6785,82.5785,78.7507,62.5932,36.0320,9.3318,0.0000,0.0000,613.4682,50.3023,61.2120,48.0561,64.9382,2.0449,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,165,2024/2/14 10:25:47,30.0664,48.6000,47.3157,77.7186,80.8758,72.5077,70.0464,77.6163,68.3072,38.3526,5.7315,0.0000,0.0000,617.1382,47.3093,59.8257,46.2459,36.5174,2.0959,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,166,2024/2/14 10:26:47,20.8727,44.8797,47.4486,83.4622,85.0224,74.8640,74.3678,88.7611,85.6815,52.0702,6.6183,0.0000,0.0000,664.0485,52.1622,64.3478,50.2433,86.5964,2.0760,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,167,2024/2/14 10:27:47,20.3505,36.6071,47.7988,83.2325,84.1513,69.5963,62.3248,70.1657,70.0174,46.3208,10.2643,0.0000,0.0000,600.8295,48.3803,63.1982,48.8631,36.5174,2.0844,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,168,2024/2/14 10:28:47,174.2197,104.3132,16.2070,75.1314,84.2746,58.5814,56.7812,95.5740,118.2870,86.1857,19.8448,0.0000,0.0000,889.3999,41.4127,61.7371,41.0912,11.5478,2.5775,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,169,2024/2/14 10:29:47,7.7046,34.1303,57.6780,70.2158,78.1367,83.1536,84.1891,75.5718,57.2122,29.4955,0.6807,0.0000,0.0000,578.1684,49.6511,58.6757,47.7773,64.9382,1.9273,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,170,2024/2/14 10:30:47,24.7685,37.3926,44.6316,85.2331,79.8030,63.2199,65.3942,89.7291,89.9393,50.7285,0.0000,0.0000,0.0000,630.8398,52.4054,63.9146,50.0484,115.4782,2.0791,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,171,2024/2/14 10:31:47,16.0779,36.7979,48.3664,84.5867,79.0929,61.1207,57.4756,74.5103,77.1628,48.6959,6.2377,0.0000,0.0000,590.1248,49.6147,64.0569,49.7291,27.3842,2.0809,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,172,2024/2/14 10:32:47,27.9771,34.8181,37.5217,86.2691,82.8804,55.9946,43.9211,63.7142,80.7814,64.1847,21.6463,0.0000,0.0000,599.7087,50.3190,69.6549,51.8697,27.3842,2.2167,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,173,2024/2/14 10:33:47,20.5615,34.7111,34.2827,66.4037,69.5051,58.4725,53.6490,64.0976,68.9378,51.0119,17.3363,0.0000,0.0000,538.9690,53.3053,68.8180,52.2694,36.5174,2.1604,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,174,2024/2/14 10:34:47,14.2379,38.5865,49.1502,73.8198,65.7774,57.2701,68.0566,93.5491,93.6034,54.9015,2.0644,0.0000,0.0000,611.0169,58.6737,67.4094,52.9931,115.4782,2.0767,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,175,2024/2/14 10:35:47,8.5841,36.9960,45.2837,57.0577,55.4377,60.0906,75.8992,92.0363,82.0469,41.7563,0.0000,0.0000,0.0000,555.1885,60.3489,66.4917,53.3719,86.5964,2.0155,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,176,2024/2/14 10:36:47,19.9517,40.1192,41.6106,67.2035,79.3448,77.6602,69.8882,63.1014,52.5235,34.4873,13.5464,0.0000,0.0000,559.4367,48.3689,61.4599,47.7177,36.5174,2.0640,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,177,2024/2/14 10:37:47,11.7257,39.6290,47.7027,72.4761,70.5015,60.4341,58.9693,70.1300,71.7411,50.1761,15.0537,0.0000,0.0000,568.5392,52.5381,67.2467,51.6086,27.3842,2.1165,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,178,2024/2/14 10:38:47,21.9336,47.5724,45.3964,65.4438,73.1113,75.7925,79.3993,82.5154,69.2173,36.3370,0.0000,0.0000,0.0000,596.7190,51.0258,60.2649,47.7037,86.5964,2.0405,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,179,2024/2/14 10:39:47,18.9807,42.5242,41.2621,75.9716,81.8900,74.0749,70.0258,77.5284,72.7088,44.3060,6.4849,0.0000,0.0000,605.7574,50.7122,63.0800,49.4014,36.5174,2.0594,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,180,2024/2/14 10:40:47,117.1545,127.9119,28.8964,67.4100,86.8858,73.6034,54.0733,55.4373,59.2607,44.6913,15.6670,0.0000,0.0000,730.9916,34.9094,51.6749,35.4549,15.3993,2.3777,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,181,2024/2/14 10:41:47,22.9759,33.9532,41.8547,73.6644,83.1710,79.3313,75.3094,74.8267,61.7086,31.8230,0.0000,0.0000,0.0000,578.6183,48.6418,58.6949,47.0449,36.5174,1.9891,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,182,2024/2/14 10:42:47,28.5578,36.8793,37.3977,82.2109,90.8512,77.5395,67.2372,73.1725,72.6140,48.6773,11.0508,0.0000,0.0000,626.1883,49.4241,63.6611,49.2282,36.5174,2.0938,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,183,2024/2/14 10:43:47,20.2093,40.8517,50.2350,55.5652,58.1106,64.3880,74.6682,78.5472,65.4699,35.7952,2.8990,0.0000,0.0000,546.7394,53.2884,62.1718,48.7339,86.5964,2.0746,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,184,2024/2/14 10:44:47,16.0643,46.3094,44.9969,67.9332,75.7136,76.4927,76.4655,77.1395,60.7475,29.4778,0.8846,0.0000,0.0000,572.2249,49.1269,58.6384,46.8513,86.5964,1.9982,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
1,185,2024/2/14 10:45:47,24.2708,36.8034,44.7661,82.7102,80.3796,61.0917,53.1515,66.4566,72.9163,51.7967,13.0245,0.0000,0.0000,587.3673,48.3649,65.0685,49.3806,27.3842,2.1467,1.2000,1.4,Inlet flow error; CPC flow error; Charger flow error; 
