Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330224703
Firmware Version,1.4
Calibration Date,2022/11/22
Protocol Name_Number,TEST_037
Test Start Time,14:05:37
Test Start Date,2024/02/12
Test Length [D:H:M:S],1:0:0:0
Sample Interval [H:M:S],0:1:0
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),8.031
Bin 17 Cut Point (um),10.000
Alarm,0.000 #/cm3
Density,1.000
Refractive Index,0.000-0.000j
Size Correction Factor,0.000
FlowCal,1.000
DeadTime Correction Factor,1.000
Errors,Filter Warning
Number of Samples,1440
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors,
13500,7824,2079,584,149,83,72,22,17,10,10,8,3,0,0,0,0,0,0.079879,33.587,0.000,99.799,,,
13560,7720,2017,553,172,79,69,36,17,24,5,10,3,2,0,0,0,0,0.078811,33.593,0.000,99.798,,,
13620,7645,2062,574,153,64,64,15,29,21,9,8,1,5,1,0,0,0,0.078085,33.607,0.000,99.801,,,
13680,7688,1990,587,170,75,65,19,21,17,7,6,2,1,0,0,0,0,0.078323,33.611,0.000,99.806,,,
13740,7747,2047,605,190,80,53,13,16,25,9,5,2,2,0,0,0,0,0.079266,33.631,0.000,99.812,,,
13800,8067,2067,605,186,91,87,23,25,18,10,5,0,3,0,0,0,0,0.082477,33.648,0.000,99.816,,,
13860,7829,2129,629,172,81,75,32,19,16,7,8,2,0,0,0,0,0,0.081070,33.654,0.000,99.822,,,
13920,7781,2074,586,185,83,76,25,18,21,11,1,5,1,1,0,0,0,0.080139,33.667,0.000,99.819,,,
13980,7715,2051,600,198,85,72,22,19,18,11,11,6,1,0,0,0,0,0.080062,33.668,0.000,99.819,,,
14040,7964,2119,673,192,63,55,20,16,16,10,5,3,1,2,0,0,0,0.082090,33.700,0.000,99.822,,,
14100,7923,2142,668,208,77,79,22,20,17,9,5,8,1,0,0,1,0,0.083084,33.703,0.000,99.824,,,
14160,7857,2183,661,172,66,73,20,16,16,14,11,2,4,1,0,0,0,0.082301,33.715,0.000,99.827,,,
14220,8027,2098,618,191,80,65,27,14,16,11,7,5,0,0,0,0,0,0.082291,33.722,0.000,99.827,,,
14280,8052,2211,659,191,65,66,22,25,14,8,8,1,1,0,0,0,0,0.083806,33.736,0.000,99.827,,,
14340,7901,2203,661,194,75,64,27,20,16,11,8,4,1,0,1,0,0,0.083194,33.759,0.000,99.827,,,
14400,7991,2277,690,210,77,52,16,16,15,9,2,1,2,2,0,0,0,0.084730,33.760,0.000,99.829,,,
14460,7975,2253,699,196,79,69,24,32,19,13,4,3,0,1,0,0,0,0.084885,33.791,0.000,99.834,,,
14520,8054,2232,771,231,83,74,33,21,20,7,2,1,1,1,0,0,0,0.086257,33.796,0.000,99.829,,,
14580,8160,2376,727,226,99,67,24,21,17,9,4,1,0,0,0,0,0,0.087803,33.805,0.000,99.828,,,
14640,8306,2388,777,246,74,59,31,20,19,6,3,3,0,0,1,0,0,0.088693,33.815,0.000,99.829,,,
14700,8173,2481,759,234,81,62,19,22,30,5,1,2,0,1,0,0,0,0.088962,33.818,0.000,99.828,,,
14760,8100,2505,764,235,89,76,18,22,19,10,4,1,0,0,1,0,0,0.088620,33.847,0.000,99.829,,,
14820,7947,2404,806,249,89,72,21,27,10,8,4,1,1,0,0,0,0,0.087613,33.852,0.000,99.829,,,
14880,8232,2432,768,206,87,70,22,19,15,11,3,1,0,1,0,0,1,0.089001,33.859,0.000,99.829,,,
14940,8165,2435,760,243,82,74,17,21,19,8,5,2,3,0,0,0,0,0.088763,33.870,0.000,99.831,,,
15000,8224,2358,751,238,81,84,34,25,17,8,5,3,3,0,1,0,0,0.088633,33.870,0.000,99.830,,,
15060,8184,2455,751,250,68,75,18,27,9,4,3,3,0,0,0,0,0,0.088591,33.875,0.000,99.829,,,
15120,8310,2404,789,247,93,68,28,16,17,15,2,6,2,0,0,0,0,0.089711,33.903,0.000,99.831,,,
15180,8305,2412,746,244,92,82,24,24,15,7,5,2,0,1,0,0,0,0.089403,33.907,0.000,99.831,,,
15240,8246,2473,737,248,91,78,21,22,11,11,3,3,1,1,1,0,0,0.089431,33.911,0.000,99.837,,,
15300,8125,2427,725,234,87,71,28,25,14,6,6,3,0,0,0,0,1,0.087782,33.925,0.000,99.839,,,
15360,8339,2446,730,246,86,84,17,27,16,9,4,2,1,1,0,0,0,0.089799,33.926,0.000,99.845,,,
15420,8343,2424,752,234,77,72,16,31,18,6,8,0,1,0,0,0,0,0.089287,33.939,0.000,99.850,,,
15480,8342,2422,823,237,89,73,30,16,12,11,4,1,1,1,0,0,0,0.090357,33.963,0.000,99.848,,,
15540,8332,2444,746,248,95,77,18,24,11,10,4,2,0,0,0,0,0,0.089902,33.963,0.000,99.850,,,
15600,8348,2448,770,231,88,76,23,20,11,8,4,1,1,0,1,0,0,0.089912,33.975,0.000,99.854,,,
15660,8469,2514,799,239,84,68,26,25,12,3,6,5,2,0,0,0,0,0.091674,33.981,0.000,99.855,,,
15720,8399,2460,777,253,77,83,11,23,17,8,1,2,0,0,1,2,2,0.090385,33.981,0.000,99.855,,,
15780,8601,2515,781,267,104,82,19,16,10,6,4,4,1,0,0,0,0,0.092600,34.007,0.000,99.856,,,
15840,8553,2452,814,235,81,93,22,17,22,7,7,1,0,0,1,0,0,0.092093,34.019,0.000,99.857,,,
15900,8476,2569,798,257,93,69,20,25,12,9,4,2,2,0,0,0,0,0.092194,34.021,0.000,99.854,,,
15960,8774,2623,800,233,92,84,32,31,10,6,6,5,1,0,0,0,0,0.094948,34.037,0.000,99.857,,,
16020,8746,2539,852,258,95,65,21,18,14,9,1,3,2,0,0,0,0,0.094518,34.038,0.000,99.857,,,
16080,8818,2667,872,267,91,66,24,17,18,3,2,2,0,0,0,0,0,0.096056,34.049,0.000,99.859,,,
16140,8941,2696,905,250,86,84,15,21,20,11,4,1,1,2,0,0,0,0.097682,34.076,0.000,99.859,,,
16200,8941,2678,861,269,78,83,26,24,12,6,4,0,1,0,0,0,0,0.096965,34.077,0.000,99.859,,,
16260,8965,2820,867,284,101,80,28,23,15,5,1,3,2,2,1,0,0,0.099460,34.082,0.000,99.858,,,
16320,9188,2801,909,254,92,90,25,18,14,4,7,2,0,0,1,0,0,0.100718,34.096,0.000,99.859,,,
16380,9268,2879,878,273,75,65,29,23,21,6,3,3,1,0,0,0,0,0.100968,34.096,0.000,99.859,,,
16440,9403,2864,902,262,110,76,32,21,14,4,3,1,1,0,0,0,0,0.102566,34.100,0.000,99.859,,,
16500,9393,2930,911,297,88,87,24,26,22,8,9,1,1,0,0,0,0,0.103526,34.130,0.000,99.860,,,
16560,9606,2944,831,265,94,95,30,32,12,8,5,2,0,0,2,0,0,0.104532,34.135,0.000,99.861,,,
16620,9464,3037,963,267,77,92,19,29,13,8,4,0,1,0,1,0,0,0.105150,34.135,0.000,99.861,,,
16680,9587,3012,924,265,98,101,16,26,17,3,5,3,0,0,0,0,0,0.105679,34.147,0.000,99.859,,,
16740,9770,3063,920,308,112,71,29,28,17,4,5,1,1,0,0,0,0,0.107772,34.154,0.000,99.859,,,
16800,10072,3166,997,290,126,78,36,22,13,6,0,2,0,0,1,0,0,0.111177,34.154,0.000,99.860,,,
16860,10166,3175,1009,268,109,100,31,35,12,9,4,5,0,0,0,0,1,0.112672,34.172,0.000,99.860,,,
16920,10112,3127,1010,299,96,75,33,28,11,8,1,1,1,0,1,0,0,0.110866,34.192,0.000,99.861,,,
16980,10191,3167,956,327,100,93,23,29,19,5,4,2,2,0,0,0,0,0.111927,34.192,0.000,99.863,,,
17040,10474,3389,987,296,105,90,30,34,18,5,1,0,0,0,0,0,0,0.115678,34.198,0.000,99.863,,,
17100,10610,3326,1063,309,128,82,32,17,15,8,3,4,0,0,0,0,0,0.117000,34.211,0.000,99.865,,,
17160,10755,3362,1037,312,115,90,33,30,11,9,4,1,1,0,0,0,0,0.118250,34.212,0.000,99.865,,,
17220,10936,3463,1040,309,121,87,25,25,16,3,3,1,1,1,0,0,0,0.120087,34.213,0.000,99.866,,,
17280,11154,3521,1152,300,116,104,39,33,14,7,6,1,2,0,0,0,0,0.123495,34.246,0.000,99.867,,,
17340,11126,3587,1132,335,123,98,24,20,10,7,6,2,1,0,0,0,0,0.123717,34.250,0.000,99.869,,,
17400,11498,3659,1151,319,124,107,39,28,18,8,4,2,0,0,0,0,0,0.127875,34.250,0.000,99.875,,,
17460,11333,3566,1084,331,104,99,36,24,17,5,3,0,2,0,0,0,0,0.124925,34.263,0.000,99.879,,,
17520,11437,3638,1149,324,121,98,32,16,12,4,2,2,1,1,0,0,0,0.126693,34.269,0.000,99.879,,,
17580,11560,3885,1132,314,113,95,37,30,15,7,2,1,1,0,0,0,0,0.129815,34.269,0.000,99.880,,,
17640,11865,3721,1183,336,123,106,27,34,18,2,5,1,0,0,0,0,0,0.130996,34.277,0.000,99.883,,,
17700,11796,3870,1135,337,125,118,45,31,14,7,2,0,1,0,0,0,0,0.131711,34.305,0.000,99.886,,,
17760,11906,3816,1245,337,120,93,31,24,21,9,3,1,0,0,0,0,0,0.132619,34.308,0.000,99.890,,,
17820,11936,3851,1205,312,120,99,28,33,15,9,4,1,0,0,0,0,0,0.132298,34.313,0.000,99.889,,,
17880,12038,3744,1203,319,125,102,25,27,23,10,4,1,1,0,0,0,0,0.132445,34.340,0.000,99.889,,,
17940,12651,4167,1243,357,139,106,39,41,13,6,1,1,0,0,0,0,0,0.141198,34.346,0.000,99.889,,,
18000,12548,3927,1269,339,142,116,29,28,17,11,3,2,0,0,0,0,0,0.138541,34.346,0.000,99.889,,,
18060,12309,3969,1261,312,103,105,29,23,10,6,3,2,1,1,0,0,0,0.136588,34.355,0.000,99.890,,,
18120,12427,4150,1257,329,133,107,27,21,19,2,3,1,0,0,1,0,0,0.139092,34.365,0.000,99.890,,,
18180,12654,3981,1299,340,132,95,36,26,16,3,2,0,0,0,0,0,0,0.139472,34.365,0.000,99.891,,,
18240,12750,4002,1285,384,131,115,35,34,20,8,4,2,0,0,0,0,0,0.140779,34.369,0.000,99.891,,,
18300,12703,3913,1307,356,138,91,33,24,18,5,4,0,1,0,0,0,0,0.140188,34.399,0.000,99.891,,,
18360,12759,4249,1293,362,133,121,32,23,14,8,3,1,0,0,0,0,0,0.143384,34.404,0.000,99.890,,,
18420,12885,4334,1315,366,131,89,26,28,18,3,2,2,0,0,0,0,0,0.144550,34.404,0.000,99.890,,,
18480,13325,4324,1357,370,157,130,35,28,19,9,2,4,0,0,0,0,0,0.148830,34.411,0.000,99.890,,,
18540,13016,4308,1196,373,123,132,33,31,14,4,1,0,0,1,0,0,0,0.144959,34.422,0.000,99.890,,,
18600,12947,4129,1267,378,156,131,36,34,21,6,2,1,1,0,0,0,0,0.144103,34.423,0.000,99.890,,,
18660,13049,4191,1323,378,126,116,37,25,15,6,3,0,0,0,0,0,0,0.144835,34.423,0.000,99.891,,,
18720,12979,4321,1407,384,120,95,30,32,21,5,3,1,1,0,0,0,0,0.146490,34.440,0.000,99.892,,,
18780,13080,4256,1359,360,162,111,35,34,12,7,6,2,1,0,0,0,1,0.146091,34.462,0.000,99.892,,,
18840,13485,4358,1333,370,137,124,36,36,19,5,5,1,1,0,0,0,0,0.150093,34.462,0.000,99.891,,,
18900,13766,4408,1360,374,140,115,37,29,11,10,4,2,0,0,0,0,0,0.152215,34.462,0.000,99.892,,,
18960,13771,4459,1335,363,142,127,31,21,17,2,4,1,1,0,1,0,0,0.152435,34.468,0.000,99.892,,,
19020,13955,4436,1378,365,138,102,32,26,20,7,1,0,1,0,1,0,0,0.153530,34.480,0.000,99.892,,,
19080,13806,4660,1463,393,143,120,27,29,15,5,5,0,0,1,0,0,0,0.155687,34.481,0.000,99.893,,,
19140,13845,4521,1429,410,131,100,32,28,13,4,2,1,3,0,0,0,0,0.154432,34.481,0.000,99.896,,,
19200,13960,4677,1370,388,161,127,37,28,18,6,2,0,0,0,0,0,0,0.156346,34.492,0.000,99.899,,,
19260,14013,4662,1429,382,128,90,40,34,14,6,1,1,0,0,0,0,0,0.156505,34.517,0.000,99.903,,,
19320,14321,4719,1476,393,163,123,27,29,15,8,3,1,0,0,0,0,0,0.160391,34.519,0.000,99.905,,,
19380,14629,4747,1536,436,140,122,39,25,14,9,4,1,0,0,0,1,0,0.163397,34.519,0.000,99.913,,,
19440,14585,4922,1539,414,136,101,49,27,13,8,6,1,0,1,0,1,0,0.164032,34.529,0.000,99.913,,,
19500,14635,4724,1536,417,135,114,37,30,16,3,0,1,0,0,0,0,0,0.162957,34.538,0.000,99.910,,,
19560,14578,4653,1473,383,134,110,38,39,13,8,5,0,0,1,0,0,0,0.161501,34.538,0.000,99.912,,,
19620,14807,4809,1498,410,163,117,34,30,18,2,1,0,0,1,0,0,0,0.165010,34.538,0.000,99.916,,,
19680,15024,4819,1546,411,172,140,42,29,16,3,3,0,0,0,0,1,0,0.167374,34.546,0.000,99.915,,,
19740,14770,4803,1521,411,153,111,21,48,14,5,2,0,2,0,0,0,0,0.165322,34.575,0.000,99.919,,,
19800,15043,4796,1508,413,164,141,34,33,9,6,3,2,1,0,0,0,0,0.166822,34.577,0.000,99.920,,,
19860,15001,4867,1435,423,162,146,36,30,18,7,5,2,2,0,0,1,0,0.167212,34.577,0.000,99.918,,,
19920,15162,4924,1519,424,165,134,37,31,21,2,2,1,0,1,0,0,0,0.169612,34.578,0.000,99.921,,,
19980,15336,4977,1502,419,143,122,35,21,12,7,4,3,0,0,0,0,0,0.169911,34.592,0.000,99.921,,,
20040,14842,5029,1560,437,149,135,36,31,13,5,0,2,1,0,0,0,0,0.168367,34.596,0.000,99.921,,,
20100,15341,5003,1656,420,151,145,36,35,13,11,2,1,0,0,0,0,0,0.172040,34.596,0.000,99.924,,,
20160,15733,5008,1567,403,172,134,46,33,10,3,2,2,0,0,0,0,0,0.174447,34.596,0.000,99.924,,,
20220,15428,5090,1649,406,168,132,42,45,10,4,0,3,0,0,0,1,0,0.173667,34.606,0.000,99.922,,,
20280,15646,5147,1616,484,176,125,44,33,13,7,2,2,0,0,0,0,0,0.175955,34.631,0.000,99.927,,,
20340,15936,5229,1691,457,183,140,37,33,24,3,1,2,0,0,0,0,0,0.179048,34.635,0.000,99.929,,,
20400,15818,5253,1628,462,166,154,38,33,9,7,2,1,0,0,0,0,0,0.177943,34.635,0.000,99.930,,,
20460,16163,5296,1665,424,217,124,47,35,10,5,2,2,0,0,0,0,0,0.181094,34.635,0.000,99.933,,,
20520,15930,5206,1709,486,171,139,59,30,17,6,1,1,1,0,0,0,0,0.179801,34.645,0.000,99.932,,,
20580,16065,5321,1698,436,195,135,50,31,14,2,4,1,0,0,0,0,0,0.180523,34.654,0.000,99.931,,,
20640,16273,5305,1683,508,181,133,49,34,14,6,3,2,0,0,0,0,0,0.182426,34.654,0.000,99.932,,,
20700,15939,5281,1736,465,189,134,38,24,7,11,3,1,0,1,0,0,0,0.180878,34.654,0.000,99.933,,,
20760,16328,5514,1714,475,177,153,37,40,11,4,3,1,1,0,0,0,0,0.185042,34.655,0.000,99.933,,,
20820,16273,5401,1721,460,143,135,37,32,11,8,1,0,1,0,0,0,0,0.182913,34.679,0.000,99.938,,,
20880,16125,5407,1751,458,182,152,36,34,14,3,6,1,0,0,0,0,0,0.183028,34.692,0.000,99.937,,,
20940,16496,5389,1772,480,182,145,42,29,20,7,3,1,0,1,0,0,0,0.185751,34.692,0.000,99.939,,,
21000,16337,5465,1791,457,202,131,43,32,9,10,1,0,1,0,0,0,0,0.185116,34.692,0.000,99.940,,,
21060,16547,5471,1722,487,184,159,50,31,13,6,3,0,0,0,0,0,0,0.186265,34.693,0.000,99.943,,,
21120,17341,5550,1829,517,176,159,41,26,15,8,4,1,1,0,0,0,0,0.193559,34.705,0.000,99.945,,,
21180,16662,5676,1803,495,210,150,36,40,15,3,2,2,1,1,1,0,0,0.189553,34.712,0.000,99.949,,,
21240,16610,5485,1738,493,165,140,43,34,12,4,1,0,2,0,0,0,0,0.185443,34.712,0.000,99.949,,,
21300,16832,5573,1816,531,186,157,43,28,15,6,2,1,0,0,0,0,0,0.190510,34.712,0.000,99.947,,,
21360,16522,5480,1717,488,179,167,36,34,16,6,1,1,3,0,0,0,0,0.186131,34.713,0.000,99.951,,,
21420,16279,5575,1740,479,177,162,47,33,17,5,3,1,1,1,0,0,0,0.185252,34.735,0.000,99.952,,,
21480,16754,5640,1660,464,206,138,46,30,12,4,4,1,1,0,0,0,0,0.188239,34.750,0.000,99.951,,,
21540,16671,5647,1814,490,199,157,31,30,12,2,2,0,0,0,0,0,0,0.189890,34.750,0.000,99.951,,,
21600,16910,5589,1837,462,189,174,47,35,21,8,2,2,0,0,1,0,0,0.190800,34.750,0.000,99.952,,,
21660,16685,5632,1793,509,185,149,51,39,13,4,1,0,0,0,1,0,0,0.189314,34.750,0.000,99.952,,,
21720,16933,5693,1828,511,184,145,41,26,15,1,3,2,0,0,0,0,0,0.192205,34.754,0.000,99.952,,,
21780,16788,5611,1848,482,209,193,50,32,16,5,0,2,0,1,0,0,0,0.191057,34.768,0.000,99.952,,,
21840,17392,5835,1862,509,208,175,52,31,12,5,3,0,1,1,0,0,0,0.197164,34.769,0.000,99.953,,,
21900,16838,5646,1833,484,219,176,47,44,11,4,2,2,0,0,0,0,0,0.191326,34.769,0.000,99.953,,,
21960,17387,5852,1875,497,204,170,39,26,20,4,2,0,0,0,0,0,0,0.197003,34.769,0.000,99.957,,,
22020,17432,5765,1877,476,186,180,52,36,12,9,3,2,1,0,0,0,0,0.196518,34.769,0.000,99.961,,,
22080,17469,5877,1906,563,202,156,55,42,13,2,3,1,1,0,0,0,0,0.198947,34.774,0.000,99.959,,,
22140,17189,5764,1824,508,197,165,48,37,9,2,0,0,0,0,0,0,0,0.194782,34.801,0.000,99.959,,,
22200,17742,5904,1884,515,193,157,43,36,12,3,0,1,1,0,0,0,0,0.200154,34.806,0.000,99.964,,,
22260,17350,5897,1823,536,201,176,56,27,19,3,2,2,0,0,0,0,0,0.197323,34.808,0.000,99.966,,,
22320,17606,5925,1896,517,194,153,45,35,18,3,3,2,0,0,0,0,0,0.199293,34.808,0.000,99.966,,,
22380,17332,5874,1840,496,198,150,40,27,15,4,3,1,0,0,0,0,0,0.196494,34.808,0.000,99.962,,,
22440,17570,6000,1922,512,195,189,52,35,10,6,2,1,0,0,0,0,0,0.200388,34.808,0.000,99.965,,,
22500,17418,5891,1900,546,201,148,47,36,12,6,1,3,0,0,0,0,0,0.198308,34.808,0.000,99.961,,,
22560,17436,5791,1945,472,246,166,49,31,14,5,2,0,0,0,0,0,0,0.197290,34.809,0.000,99.968,,,
22620,17059,5799,1868,496,195,179,46,31,17,4,2,0,1,0,0,0,0,0.194340,34.818,0.000,99.969,,,
22680,17339,5922,1900,511,186,195,38,27,19,4,2,1,0,0,0,0,0,0.197865,34.824,0.000,99.967,,,
22740,17852,6048,1954,565,197,174,47,20,10,2,2,1,0,0,1,0,0,0.202627,34.827,0.000,99.969,,,
22800,17617,5854,1987,534,225,164,46,38,13,6,2,0,0,0,0,0,0,0.200033,34.827,0.000,99.972,,,
22860,17764,6054,1832,524,217,169,48,30,13,4,2,1,0,0,0,0,0,0.201421,34.827,0.000,99.972,,,
22920,17904,6067,1952,532,234,174,49,31,18,5,2,0,1,0,0,0,0,0.204199,34.827,0.000,99.977,,,
22980,17549,5891,1981,527,207,179,55,36,11,5,1,0,0,0,0,0,0,0.199678,34.828,0.000,99.980,,,
23040,17589,6023,1876,511,195,176,50,34,17,4,4,1,0,0,0,0,0,0.199205,34.839,0.000,99.982,,,
23100,17603,5991,1879,473,215,164,58,35,7,6,1,1,0,0,0,0,0,0.200279,34.860,0.000,99.980,,,
23160,17672,5932,1917,516,241,158,35,27,16,2,1,0,0,0,0,0,0,0.201316,34.865,0.000,99.979,,,
23220,17373,5981,1960,548,231,167,41,21,19,6,1,0,0,0,0,0,0,0.200647,34.865,0.000,99.977,,,
23280,17465,6001,1948,571,186,171,48,26,13,4,2,1,0,0,0,0,0,0.200675,34.865,0.000,99.981,,,
23340,17524,5839,1883,541,222,177,49,40,11,4,2,0,0,0,0,0,0,0.199111,34.865,0.000,99.983,,,
23400,17870,6149,1963,519,225,174,42,32,9,5,2,0,1,0,1,0,0,0.204586,34.865,0.000,99.981,,,
23460,17517,5878,1898,520,214,170,49,29,9,8,1,1,0,0,0,0,0,0.199346,34.872,0.000,99.983,,,
23520,17777,5991,1892,546,244,159,41,46,11,6,1,0,0,0,1,0,0,0.201802,34.887,0.000,99.983,,,
23580,17431,5895,1776,506,214,169,39,47,9,7,3,1,1,0,0,0,0,0.197937,34.901,0.000,99.983,,,
23640,17863,6047,2038,481,203,176,50,44,14,3,0,2,0,0,0,0,0,0.203972,34.903,0.000,99.983,,,
23700,17634,5982,1904,529,196,176,56,38,13,4,2,0,1,0,0,0,0,0.200927,34.904,0.000,99.984,,,
23760,17691,5921,1940,563,205,178,55,41,13,1,1,0,0,0,0,0,0,0.202131,34.904,0.000,99.984,,,
23820,17374,6077,1894,521,233,169,49,41,9,4,1,2,0,0,0,0,0,0.200466,34.904,0.000,99.986,,,
23880,17789,5788,1918,535,216,175,60,34,12,4,0,1,0,0,0,0,0,0.200812,34.904,0.000,99.988,,,
23940,18320,6110,1979,527,207,184,56,38,17,6,2,0,1,0,0,0,0,0.207465,34.904,0.000,99.989,,,
24000,17576,5966,1954,539,234,158,41,26,12,4,1,0,0,0,0,0,0,0.201282,34.904,0.000,99.991,,,
24060,17519,5905,1917,563,230,195,62,32,21,3,1,0,0,0,0,0,0,0.200747,34.912,0.000,99.992,,,
24120,17773,6048,1897,551,207,198,49,29,18,2,4,1,0,0,0,0,0,0.202873,34.921,0.000,99.994,,,
24180,17671,5970,1959,540,239,184,50,36,15,7,1,1,0,0,0,0,0,0.202276,34.923,0.000,99.998,,,
24240,17760,6043,1855,519,208,207,46,39,9,1,0,1,0,0,0,0,0,0.201859,34.923,0.000,100.003,,,
24300,18963,6460,1979,542,235,176,58,42,17,7,3,0,0,0,0,0,0,0.215211,34.923,0.000,100.007,,,
24360,18038,6101,1921,536,236,178,46,44,17,3,1,1,0,0,0,0,0,0.205507,34.923,0.000,100.013,,,
24420,17884,6131,1895,555,235,167,40,34,12,1,1,2,1,0,0,0,0,0.203912,34.923,0.000,100.014,,,
24480,18420,6402,2039,584,252,200,50,26,13,2,0,0,0,0,0,0,0,0.212385,34.923,0.000,100.015,,,
24540,18769,6424,1973,592,204,184,53,38,15,7,1,1,1,0,0,0,0,0.213743,34.923,0.000,100.015,,,
24600,18693,6391,2017,561,270,208,51,40,19,6,4,1,0,0,0,0,0,0.214429,34.935,0.000,100.015,,,
24660,18550,6377,2101,584,237,206,61,48,17,5,1,1,0,0,0,0,0,0.214203,34.949,0.000,100.015,,,
24720,18090,6194,1991,581,228,192,63,31,8,5,1,1,0,0,0,0,0,0.208334,34.957,0.000,100.016,,,
24780,17999,6199,1986,552,235,182,62,41,16,3,1,0,0,0,0,0,0,0.207106,34.962,0.000,100.023,,,
24840,18351,6106,1911,568,211,191,52,33,15,5,0,1,1,0,0,0,0,0.207717,34.962,0.000,100.026,,,
24900,18106,6148,2001,524,217,176,47,26,12,3,1,2,0,0,0,0,0,0.206757,34.961,0.000,100.027,,,
24960,19195,6581,2074,560,258,184,58,54,33,5,5,2,1,0,0,0,0,0.220184,34.962,0.000,100.035,,,
25020,18488,6405,2043,598,262,198,43,49,19,4,1,2,1,0,0,0,0,0.213876,34.962,0.000,100.034,,,
25080,18012,6240,1868,562,241,204,62,34,18,4,2,0,0,0,0,0,0,0.206833,34.962,0.000,100.032,,,
25140,18423,6307,2066,569,248,207,50,38,15,3,1,1,0,0,0,0,0,0.212268,34.963,0.000,100.030,,,
25200,18969,6447,1950,604,267,222,50,40,13,4,2,0,0,0,0,0,0,0.216768,34.971,0.000,100.036,,,
25260,18681,6328,2069,577,251,169,62,43,13,5,2,0,0,1,1,0,0,0.213805,34.976,0.000,100.035,,,
25320,19278,6659,2062,569,280,185,52,47,16,2,2,0,0,0,0,0,0,0.221237,34.981,0.000,100.036,,,
25380,18781,6493,1992,561,240,219,50,38,21,7,1,1,1,0,0,0,0,0.215522,34.981,0.000,100.032,,,
25440,19114,6686,2101,541,259,177,70,40,14,3,1,2,0,0,0,0,0,0.220904,34.981,0.000,100.037,,,
25500,19689,6735,2103,643,258,200,61,55,15,3,3,1,0,0,0,0,0,0.226411,34.981,0.000,100.042,,,
25560,19058,6710,2052,593,236,214,72,34,13,7,4,0,0,0,0,0,0,0.219842,34.981,0.000,100.042,,,
25620,19051,6500,2076,544,223,203,40,47,20,9,2,2,0,0,0,0,0,0.218036,34.981,0.000,100.042,,,
25680,18903,6594,2107,559,256,219,51,46,17,5,2,0,0,1,0,0,0,0.218895,34.981,0.000,100.044,,,
25740,18818,6706,2059,590,267,188,51,42,17,2,1,1,0,0,0,0,0,0.218407,34.981,0.000,100.043,,,
25800,19164,6675,2058,586,236,208,67,42,29,5,3,1,1,0,0,0,0,0.220798,34.985,0.000,100.041,,,
25860,19336,6863,2110,596,222,207,63,37,18,8,0,2,0,0,0,0,0,0.223596,34.999,0.000,100.042,,,
25920,18711,6535,2073,598,255,186,62,45,23,4,1,1,0,0,0,0,0,0.216727,35.012,0.000,100.044,,,
25980,18788,6588,2055,570,257,206,55,46,10,8,2,0,0,0,0,0,0,0.217804,35.019,0.000,100.045,,,
26040,19035,6577,2118,605,225,186,65,47,21,5,2,1,0,1,0,0,0,0.219467,35.019,0.000,100.046,,,
26100,19275,6829,2085,579,254,182,56,54,15,3,2,0,0,0,0,0,0,0.222721,35.019,0.000,100.046,,,
26160,18959,6747,2015,598,273,219,66,44,16,8,1,0,0,0,0,0,0,0.220496,35.019,0.000,100.045,,,
26220,19105,6496,2044,572,258,216,63,42,22,4,1,1,0,0,0,0,0,0.219003,35.019,0.000,100.046,,,
26280,19215,6765,2083,574,252,201,50,32,15,5,1,2,0,0,0,0,0,0.221436,35.019,0.000,100.046,,,
26340,19442,6814,2075,594,255,216,60,42,13,7,2,0,2,0,0,0,0,0.224252,35.019,0.000,100.046,,,
26400,19280,6746,2078,592,246,199,71,39,10,5,4,1,0,0,0,0,0,0.222694,35.019,0.000,100.049,,,
26460,19456,6832,2158,626,256,215,66,48,15,1,2,2,0,0,0,0,0,0.225448,35.021,0.000,100.053,,,
26520,19357,6730,2085,633,266,212,37,47,18,5,1,2,1,0,0,0,0,0.223147,35.023,0.000,100.055,,,
26580,19359,6783,2053,617,251,176,61,43,19,1,1,1,0,0,0,0,0,0.222924,35.033,0.000,100.057,,,
26640,18935,6694,2067,599,244,219,72,41,22,4,1,0,0,0,0,1,0,0.219465,35.036,0.000,100.065,,,
26700,18962,6624,1993,578,245,214,67,41,20,5,2,2,0,1,1,0,0,0.218149,35.037,0.000,100.067,,,
26760,18916,6641,1945,571,233,216,62,42,20,3,2,1,0,0,0,0,0,0.217697,35.038,0.000,100.071,,,
