Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330224703
Firmware Version,1.4
Calibration Date,2022/11/22
Protocol Name_Number,TEST_037
Test Start Time,14:05:37
Test Start Date,2024/02/12
Test Length [D:H:M:S],1:0:0:0
Sample Interval [H:M:S],0:1:0
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),8.031
Bin 17 Cut Point (um),10.000
Alarm,0.000 #/cm3
Density,1.000
Refractive Index,0.000-0.000j
Size Correction Factor,0.000
FlowCal,1.000
DeadTime Correction Factor,1.000
Errors,Filter Warning
Number of Samples,1440
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors,
44640,10009,3346,1167,457,254,249,91,93,37,6,2,0,0,0,0,0,0,0.120643,35.245,0.000,100.300,,,
44700,10222,3362,1189,435,248,249,86,68,43,7,2,2,0,1,0,0,0,0.122579,35.245,0.000,100.300,,,
44760,10080,3312,1163,433,222,246,85,80,30,9,1,1,0,1,0,0,0,0.120035,35.245,0.000,100.299,,,
44820,9801,3268,1148,473,246,283,87,88,29,9,1,0,0,0,0,0,0,0.119060,35.245,0.000,100.298,,,
44880,9957,3324,1051,454,231,233,68,75,35,8,2,1,0,0,0,0,0,0.118223,35.245,0.000,100.303,,,
44940,9955,3368,1124,430,220,268,83,82,39,4,2,1,0,0,0,0,0,0.119783,35.245,0.000,100.304,,,
45000,9756,3257,1168,457,252,279,92,83,52,2,1,1,0,0,0,0,0,0.118891,35.245,0.000,100.302,,,
45060,9724,3153,1147,427,242,280,73,89,40,3,2,0,0,0,0,0,0,0.116784,35.245,0.000,100.307,,,
45120,9653,3289,1105,421,241,244,95,73,38,9,0,1,0,0,0,0,0,0.116848,35.245,0.000,100.303,,,
45180,9704,3194,1166,433,273,243,97,104,48,5,1,0,0,0,0,0,0,0.117754,35.245,0.000,100.308,,,
45240,9475,3128,1096,433,257,291,94,93,44,3,3,0,0,0,0,0,0,0.114857,35.245,0.000,100.305,,,
45300,9580,3108,1135,434,262,225,74,89,42,5,5,0,0,0,0,0,0,0.115068,35.245,0.000,100.305,,,
45360,9410,3170,1122,472,248,265,109,84,43,4,0,0,0,0,0,0,0,0.115642,35.245,0.000,100.306,,,
45420,9547,3082,1090,440,247,263,90,97,54,4,4,0,0,0,0,0,0,0.115100,35.245,0.000,100.311,,,
45480,9308,3085,1065,452,251,233,83,78,41,6,0,0,0,0,0,0,0,0.112504,35.245,0.000,100.309,,,
45540,9443,3160,1088,470,255,254,92,81,38,7,1,0,0,0,0,0,0,0.115319,35.245,0.000,100.317,,,
45600,9373,3087,1178,476,272,271,84,81,37,7,3,1,0,0,0,0,0,0.115348,35.245,0.000,100.315,,,
45660,9389,3067,1160,500,303,286,84,87,45,5,0,1,0,0,0,0,0,0.115619,35.245,0.000,100.315,,,
45720,9257,3044,1155,443,259,270,82,91,45,4,0,0,0,0,0,0,0,0.113351,35.245,0.000,100.318,,,
45780,9216,3147,1076,442,237,271,104,77,40,6,1,0,0,0,0,0,0,0.112764,35.245,0.000,100.317,,,
45840,9133,2945,1077,448,270,254,84,83,56,2,2,1,0,0,0,0,0,0.110392,35.245,0.000,100.319,,,
45900,9215,2963,1041,434,297,243,98,86,34,4,2,0,0,0,0,0,0,0.110794,35.245,0.000,100.322,,,
45960,9104,2922,1087,421,232,266,90,83,31,4,1,1,0,0,0,0,0,0.109580,35.245,0.000,100.314,,,
46020,8927,3004,1075,416,247,248,86,70,41,2,2,1,0,0,0,0,0,0.108895,35.245,0.000,100.320,,,
46080,9044,2968,1050,462,261,228,98,101,45,7,0,0,0,0,0,0,0,0.110031,35.245,0.000,100.320,,,
46140,8974,2982,1182,461,252,250,105,97,38,8,0,0,0,0,0,0,0,0.111329,35.245,0.000,100.323,,,
46200,8972,2866,1081,473,279,261,102,93,33,5,0,0,0,1,0,0,0,0.109553,35.245,0.000,100.320,,,
46260,8926,2956,1075,440,284,269,89,82,44,5,1,0,1,0,0,0,0,0.110145,35.245,0.000,100.324,,,
46320,8855,2938,1165,487,269,263,86,85,41,6,4,0,0,0,0,0,0,0.110186,35.245,0.000,100.322,,,
46380,8713,2940,1122,396,247,245,79,84,41,6,1,1,0,1,0,0,0,0.107250,35.245,0.000,100.322,,,
46440,8877,2861,1142,430,264,252,94,95,33,8,2,0,1,0,0,0,0,0.108724,35.245,0.000,100.322,,,
46500,8817,2800,1137,506,250,255,91,88,40,4,1,1,0,1,0,0,0,0.108696,35.245,0.000,100.321,,,
46560,8581,2839,1051,448,253,296,103,86,48,7,2,0,0,0,0,0,0,0.106749,35.245,0.000,100.322,,,
46620,8636,2860,1092,468,263,289,86,84,37,5,1,0,0,0,0,0,0,0.107375,35.245,0.000,100.322,,,
46680,8322,2849,1071,453,266,267,81,95,49,10,0,1,0,0,0,0,0,0.105116,35.245,0.000,100.321,,,
46740,8633,2775,1087,450,230,298,89,85,41,9,0,1,0,0,0,0,0,0.106734,35.245,0.000,100.323,,,
46800,8483,2759,1038,491,225,254,96,74,46,4,0,0,1,0,0,0,0,0.105118,35.245,0.000,100.319,,,
46860,8456,2790,1151,459,254,261,88,66,40,4,1,0,1,0,0,0,0,0.105757,35.245,0.000,100.322,,,
46920,8439,2816,1089,484,263,287,84,92,42,2,3,0,0,0,0,0,0,0.106372,35.244,0.000,100.321,,,
46980,8268,2718,1050,462,258,267,97,74,42,9,5,0,0,0,0,0,0,0.103403,35.243,0.000,100.317,,,
47040,8287,2733,1084,441,301,221,82,73,36,3,2,1,0,0,0,0,0,0.103853,35.241,0.000,100.319,,,
47100,8237,2693,1050,455,253,279,96,76,33,4,1,0,0,0,0,0,0,0.102824,35.243,0.000,100.321,,,
47160,8095,2747,1076,480,299,246,88,70,42,7,3,1,1,0,0,0,0,0.103014,35.238,0.000,100.318,,,
47220,8066,2771,1024,479,272,244,109,76,31,13,3,4,0,0,0,0,0,0.102508,35.240,0.000,100.320,,,
47280,8118,2704,1034,440,269,270,107,69,39,4,0,0,0,0,0,0,0,0.101981,35.237,0.000,100.321,,,
47340,7930,2720,1060,482,262,245,96,80,39,8,0,0,0,0,0,0,0,0.101143,35.235,0.000,100.320,,,
47400,8143,2605,1074,413,256,237,89,87,36,4,1,0,0,0,0,0,0,0.100668,35.228,0.000,100.324,,,
47460,7926,2691,1004,430,253,247,88,76,43,3,0,0,0,0,0,0,0,0.099668,35.226,0.000,100.325,,,
47520,7972,2601,990,407,257,240,93,79,29,9,0,0,0,0,0,0,0,0.098898,35.222,0.000,100.321,,,
47580,7925,2685,1026,407,245,253,93,83,38,5,0,2,0,0,0,0,0,0.099557,35.218,0.000,100.319,,,
47640,7921,2739,1015,445,225,266,87,77,30,7,3,0,1,0,0,0,0,0.100077,35.212,0.000,100.322,,,
47700,7757,2575,1006,435,232,253,100,90,38,6,3,0,0,0,0,0,0,0.097773,35.211,0.000,100.320,,,
47760,7707,2541,1020,455,233,253,95,68,48,6,1,0,0,1,0,0,0,0.097320,35.212,0.000,100.316,,,
47820,7717,2475,1020,441,226,246,88,75,38,9,0,0,0,0,0,0,0,0.096537,35.208,0.000,100.324,,,
47880,7857,2482,967,417,233,225,97,75,38,4,0,0,0,0,0,0,0,0.096284,35.208,0.000,100.324,,,
47940,7690,2453,999,399,268,224,89,71,38,5,2,0,0,0,0,0,0,0.095569,35.210,0.000,100.326,,,
48000,7662,2521,1027,420,243,225,76,59,25,3,0,0,0,0,0,0,0,0.095544,35.209,0.000,100.326,,,
48060,7560,2604,1006,414,262,284,76,69,40,6,1,1,0,0,0,0,0,0.096797,35.209,0.000,100.327,,,
48120,7647,2536,967,438,267,225,85,76,30,4,4,0,0,0,0,0,0,0.096055,35.208,0.000,100.327,,,
48180,7429,2435,958,398,235,219,87,79,34,10,0,0,0,0,0,0,0,0.092684,35.208,0.000,100.327,,,
48240,7635,2471,976,443,236,238,80,71,27,6,1,0,0,0,0,0,0,0.094964,35.208,0.000,100.327,,,
48300,7289,2543,939,432,228,237,99,63,35,4,0,0,0,0,0,0,0,0.092774,35.208,0.000,100.327,,,
48360,7509,2369,946,446,236,232,89,83,30,5,0,0,0,0,0,0,0,0.092770,35.208,0.000,100.327,,,
48420,7539,2385,973,407,272,264,77,61,34,4,0,0,0,0,0,0,0,0.093532,35.209,0.000,100.326,,,
48480,7436,2328,944,398,212,232,83,73,35,5,2,0,0,1,0,0,0,0.091194,35.208,0.000,100.327,,,
48540,7372,2401,919,398,252,243,84,83,26,6,0,1,1,0,0,0,0,0.091651,35.208,0.000,100.327,,,
48600,7343,2373,953,398,246,243,90,69,30,6,0,1,0,0,0,0,0,0.091438,35.208,0.000,100.327,,,
48660,7406,2409,959,353,230,247,65,76,33,5,4,0,0,0,0,0,0,0.091326,35.208,0.000,100.326,,,
48720,7215,2412,990,399,227,181,66,84,33,5,1,0,0,0,0,0,0,0.090525,35.208,0.000,100.326,,,
48780,7208,2386,993,441,243,228,93,70,34,7,0,2,0,0,0,0,0,0.091398,35.208,0.000,100.327,,,
48840,7211,2353,970,394,239,234,69,77,44,4,1,1,0,0,0,0,0,0.090434,35.208,0.000,100.327,,,
48900,7129,2390,979,395,225,222,80,82,32,3,3,0,0,0,0,0,0,0.089565,35.208,0.000,100.327,,,
48960,7100,2355,951,437,225,280,88,75,42,1,0,1,0,0,0,0,0,0.090636,35.208,0.000,100.327,,,
49020,7159,2386,916,395,249,224,85,58,25,3,0,0,0,0,0,0,0,0.089280,35.208,0.000,100.329,,,
49080,7132,2287,949,401,229,219,80,72,36,3,0,1,1,0,0,0,0,0.088680,35.208,0.000,100.330,,,
49140,7056,2389,907,415,230,221,71,83,43,3,0,0,0,1,0,0,0,0.088942,35.208,0.000,100.331,,,
49200,7061,2271,993,439,225,261,82,72,28,5,0,0,0,0,0,0,0,0.089386,35.208,0.000,100.335,,,
49260,6901,2251,914,428,219,214,76,82,33,6,0,0,0,0,0,0,0,0.087090,35.208,0.000,100.334,,,
49320,7002,2260,956,417,225,247,71,85,18,6,2,0,0,0,0,1,0,0.087991,35.208,0.000,100.339,,,
49380,6939,2246,871,406,239,245,90,68,33,7,2,1,0,0,0,0,0,0.086829,35.208,0.000,100.343,,,
49440,6914,2350,929,385,212,192,73,63,35,5,0,1,0,0,0,0,0,0.086432,35.208,0.000,100.344,,,
49500,6890,2244,898,378,229,228,92,82,35,2,1,0,0,0,0,0,0,0.085983,35.208,0.000,100.343,,,
49560,6809,2158,888,378,236,234,79,63,24,6,0,0,1,0,0,0,0,0.084656,35.208,0.000,100.342,,,
49620,6781,2181,894,398,203,225,73,66,35,3,0,0,0,0,0,0,0,0.084296,35.208,0.000,100.338,,,
49680,6890,2194,884,444,222,224,59,72,24,7,1,0,0,0,0,0,0,0.085674,35.208,0.000,100.339,,,
49740,6606,2170,852,391,234,204,84,67,29,4,1,0,0,0,0,0,0,0.082952,35.208,0.000,100.339,,,
49800,6685,2201,887,364,228,214,75,81,29,3,0,1,0,0,0,0,0,0.083540,35.208,0.000,100.339,,,
49860,6649,2187,860,398,232,245,68,54,24,10,1,1,1,0,0,0,0,0.083195,35.208,0.000,100.336,,,
49920,6672,2122,879,438,216,231,84,95,25,3,3,0,0,1,0,0,0,0.083598,35.208,0.000,100.336,,,
49980,6404,2167,926,383,221,207,68,65,31,5,2,2,0,0,0,0,0,0.082108,35.208,0.000,100.335,,,
50040,6454,2110,920,398,189,192,73,72,33,1,0,0,1,0,0,0,0,0.081379,35.208,0.000,100.340,,,
50100,6375,2174,861,385,232,198,55,74,22,4,0,1,0,0,0,0,0,0.081160,35.207,0.000,100.335,,,
50160,6382,2086,892,431,213,212,75,69,29,6,0,1,1,0,0,0,0,0.081166,35.208,0.000,100.333,,,
50220,6545,2149,880,394,223,222,74,66,30,5,1,0,0,0,0,1,0,0.082146,35.208,0.000,100.334,,,
50280,6420,2112,911,367,224,205,76,69,30,5,0,0,0,0,0,0,0,0.081269,35.208,0.000,100.331,,,
50340,6331,2167,906,357,223,216,65,67,30,11,2,1,0,0,0,0,0,0.081210,35.208,0.000,100.330,,,
50400,6231,2140,798,387,207,194,89,50,37,2,1,0,0,0,0,0,0,0.079065,35.208,0.000,100.328,,,
50460,6305,2063,865,392,216,217,68,64,28,4,0,1,1,0,2,0,0,0.079793,35.208,0.000,100.330,,,
50520,6287,2030,841,389,224,210,78,56,32,3,1,0,0,0,0,0,0,0.078970,35.208,0.000,100.338,,,
50580,6164,2058,818,342,221,216,81,66,33,2,2,0,0,0,0,0,0,0.077923,35.208,0.000,100.333,,,
50640,6268,2103,874,396,227,222,68,60,33,3,0,1,0,0,0,0,0,0.080251,35.208,0.000,100.333,,,
50700,6263,2029,865,394,214,216,78,77,34,5,0,0,0,1,0,0,1,0.079465,35.208,0.000,100.336,,,
50760,6233,2065,854,355,234,199,76,46,36,2,1,0,0,0,0,0,0,0.078905,35.208,0.000,100.335,,,
50820,6237,1996,836,382,212,201,89,68,33,5,2,1,0,0,0,0,0,0.078479,35.208,0.000,100.333,,,
50880,6024,2041,851,361,211,219,65,73,31,5,0,0,0,0,0,0,0,0.077296,35.208,0.000,100.333,,,
50940,6216,2026,884,388,197,220,65,67,31,6,0,0,0,0,0,0,0,0.078747,35.208,0.000,100.332,,,
51000,6212,1983,835,351,225,204,75,64,27,2,0,2,0,0,0,0,0,0.077672,35.208,0.000,100.334,,,
51060,5964,1933,821,348,201,192,73,68,21,1,0,0,0,0,0,0,0,0.074652,35.208,0.000,100.335,,,
51120,6152,1990,815,392,207,204,87,79,24,8,0,1,0,0,0,0,0,0.077717,35.208,0.000,100.332,,,
51180,6081,1993,827,381,208,206,70,61,28,4,0,0,0,0,0,0,0,0.076958,35.207,0.000,100.330,,,
51240,5936,1928,836,398,212,203,62,72,25,6,2,0,0,0,0,0,0,0.075495,35.207,0.000,100.330,,,
51300,5879,2013,890,360,226,197,66,50,31,4,1,1,0,0,0,0,0,0.076010,35.207,0.000,100.334,,,
51360,6023,1919,821,364,212,207,72,81,28,6,0,0,0,0,0,0,0,0.075821,35.206,0.000,100.339,,,
51420,5958,1918,842,363,197,210,85,62,30,2,1,0,0,0,0,0,0,0.075311,35.203,0.000,100.340,,,
51480,6015,1989,823,363,188,215,72,54,31,6,0,0,0,0,0,0,0,0.075823,35.203,0.000,100.339,,,
51540,5866,1849,822,415,195,190,77,69,32,3,1,0,0,0,0,0,0,0.074451,35.199,0.000,100.343,,,
51600,5922,1982,838,368,176,229,88,69,39,4,2,0,0,0,0,0,0,0.075827,35.200,0.000,100.345,,,
51660,5917,1912,831,382,210,201,57,59,33,7,0,1,0,0,1,0,0,0.074850,35.197,0.000,100.349,,,
51720,5923,1887,821,389,212,232,83,66,51,7,1,0,0,0,0,0,0,0.075716,35.194,0.000,100.352,,,
51780,5727,2033,850,376,215,202,73,72,34,10,0,0,1,0,0,0,0,0.075135,35.195,0.000,100.349,,,
51840,5870,1856,831,400,216,204,69,69,44,4,0,1,0,0,0,0,0,0.074748,35.193,0.000,100.353,,,
51900,5825,1931,789,403,219,224,67,73,32,3,1,0,1,0,0,0,0,0.075253,35.195,0.000,100.355,,,
51960,5726,1849,803,371,196,227,79,64,36,1,4,0,0,0,0,0,0,0.073246,35.196,0.000,100.354,,,
52020,5734,1925,803,370,208,219,73,71,24,7,0,1,0,0,0,0,0,0.073939,35.191,0.000,100.356,,,
52080,5731,1893,786,400,194,227,68,70,24,2,1,1,0,0,0,0,0,0.073673,35.192,0.000,100.357,,,
52140,5626,1988,812,368,223,219,86,57,34,4,3,0,1,0,0,0,0,0.074171,35.190,0.000,100.357,,,
52200,5616,1832,744,391,221,224,66,66,21,4,2,0,0,0,0,0,0,0.071912,35.189,0.000,100.358,,,
52260,5682,1854,768,393,206,226,66,73,32,4,1,0,0,0,0,0,0,0.072866,35.189,0.000,100.358,,,
52320,5720,1835,815,357,204,240,70,72,33,9,2,1,0,1,0,0,0,0.073587,35.189,0.000,100.358,,,
52380,5581,1826,799,381,182,201,68,64,35,3,1,1,0,0,0,0,0,0.071430,35.189,0.000,100.357,,,
52440,5592,1831,792,355,199,214,66,51,33,4,1,0,0,0,0,0,0,0.071551,35.189,0.000,100.358,,,
52500,5435,1865,786,372,219,242,65,63,29,2,0,0,0,0,0,0,0,0.071443,35.189,0.000,100.358,,,
52560,5440,1812,817,401,224,214,78,73,39,7,3,2,0,0,0,0,0,0.071864,35.189,0.000,100.357,,,
52620,5382,1838,771,383,188,211,66,73,40,7,1,0,0,0,0,0,0,0.070293,35.189,0.000,100.358,,,
52680,5492,1817,776,365,208,235,79,74,35,6,0,0,0,0,0,0,0,0.071626,35.189,0.000,100.358,,,
52740,5405,1837,762,355,217,206,71,77,39,4,2,0,0,0,0,0,0,0.070561,35.189,0.000,100.358,,,
52800,5359,1848,773,375,199,218,79,76,32,7,2,2,0,0,0,0,0,0.070597,35.189,0.000,100.360,,,
52860,5414,1758,801,404,212,208,66,55,39,6,0,0,0,0,0,0,0,0.070234,35.189,0.000,100.362,,,
52920,5383,1764,797,335,216,196,70,73,38,0,0,0,0,0,0,0,0,0.069649,35.189,0.000,100.361,,,
52980,5265,1781,759,358,228,227,67,75,27,3,3,0,0,0,0,0,0,0.069484,35.189,0.000,100.360,,,
53040,5353,1802,833,337,206,219,77,67,32,1,0,0,0,0,0,0,0,0.070164,35.189,0.000,100.362,,,
53100,5204,1745,830,364,205,205,74,65,26,2,0,0,0,0,0,0,0,0.068862,35.189,0.000,100.364,,,
53160,5316,1729,779,358,222,226,78,54,38,6,3,0,1,0,0,0,0,0.069526,35.189,0.000,100.365,,,
53220,5209,1762,764,355,196,239,63,79,34,5,3,0,0,0,0,0,0,0.068563,35.189,0.000,100.367,,,
53280,5291,1730,772,368,204,206,71,59,34,8,0,1,1,0,0,0,0,0.068699,35.189,0.000,100.370,,,
53340,5182,1770,856,353,204,203,72,75,45,5,0,1,0,0,0,0,0,0.069417,35.189,0.000,100.367,,,
53400,5082,1741,723,343,221,181,55,69,37,1,2,1,0,0,0,0,0,0.066772,35.189,0.000,100.365,,,
53460,5127,1707,790,388,219,202,86,62,32,8,0,1,0,0,0,0,0,0.068157,35.189,0.000,100.366,,,
53520,5110,1749,777,377,210,186,77,68,45,8,1,1,0,0,0,0,0,0.068236,35.189,0.000,100.366,,,
53580,5267,1663,778,338,220,225,76,73,33,9,0,0,0,0,0,0,0,0.068159,35.189,0.000,100.372,,,
53640,5135,1731,788,337,180,205,76,68,41,4,3,2,0,0,0,0,0,0.067368,35.189,0.000,100.371,,,
53700,5140,1709,802,382,234,219,77,65,43,10,3,0,1,0,0,0,0,0.068921,35.188,0.000,100.376,,,
53760,5067,1711,768,371,213,205,65,74,38,5,1,1,0,0,0,0,0,0.067081,35.189,0.000,100.371,,,
53820,5171,1659,730,396,183,238,76,71,40,9,1,0,1,0,0,0,0,0.067511,35.189,0.000,100.373,,,
53880,5059,1754,829,373,272,194,62,74,35,7,2,1,0,1,0,0,0,0.068612,35.189,0.000,100.373,,,
53940,5009,1691,786,359,231,221,78,68,27,6,1,1,0,1,0,0,0,0.066941,35.189,0.000,100.378,,,
54000,4906,1705,778,398,214,206,73,74,27,7,0,2,1,0,0,0,0,0.066595,35.189,0.000,100.378,,,
54060,5050,1726,792,355,196,203,60,75,37,7,0,0,0,0,0,0,0,0.067340,35.189,0.000,100.381,,,
54120,4982,1661,805,360,212,221,75,62,38,8,1,0,0,0,0,0,0,0.066643,35.189,0.000,100.383,,,
54180,5037,1728,797,382,219,219,78,59,34,3,2,0,0,0,0,0,0,0.067724,35.189,0.000,100.383,,,
54240,4987,1658,794,374,231,219,67,78,33,7,0,0,0,0,0,0,0,0.066974,35.189,0.000,100.382,,,
54300,4950,1646,809,371,217,207,79,73,40,2,1,1,0,0,0,0,1,0.066663,35.189,0.000,100.387,,,
54360,4803,1692,794,374,198,207,70,69,35,11,2,0,0,0,0,0,0,0.065723,35.189,0.000,100.387,,,
54420,5013,1669,718,373,238,179,62,67,32,7,2,1,0,0,0,0,0,0.065701,35.189,0.000,100.388,,,
54480,4841,1611,810,380,216,218,83,71,30,3,2,0,0,0,0,0,0,0.065389,35.189,0.000,100.388,,,
54540,4883,1668,767,360,241,206,99,73,27,10,3,1,0,0,0,0,0,0.065627,35.189,0.000,100.386,,,
54600,4875,1612,815,373,237,231,73,67,32,7,2,0,1,0,0,0,0,0.065934,35.189,0.000,100.386,,,
54660,4713,1673,739,391,203,212,63,77,35,8,1,2,0,0,0,0,0,0.064268,35.189,0.000,100.386,,,
54720,4946,1600,771,386,198,200,71,68,40,7,1,1,0,1,0,0,0,0.065140,35.189,0.000,100.388,,,
54780,4769,1679,780,392,208,205,77,82,36,9,2,2,0,0,0,0,0,0.065760,35.189,0.000,100.386,,,
54840,4786,1686,727,371,235,233,91,62,35,7,3,0,0,0,0,0,0,0.065268,35.189,0.000,100.387,,,
54900,4708,1614,764,355,213,208,82,73,43,5,2,2,1,0,0,0,0,0.063959,35.189,0.000,100.386,,,
54960,4676,1609,825,359,222,205,59,75,35,9,1,0,2,0,0,0,0,0.064293,35.189,0.000,100.383,,,
55020,4821,1581,764,388,222,219,72,83,26,4,0,0,1,0,0,0,0,0.064729,35.188,0.000,100.382,,,
55080,4748,1622,726,364,209,211,58,72,36,10,3,0,0,0,0,0,0,0.063685,35.188,0.000,100.381,,,
55140,4702,1622,740,361,220,218,62,74,39,6,2,0,0,0,0,0,0,0.063959,35.186,0.000,100.379,,,
55200,4660,1597,774,376,224,217,81,81,36,3,2,1,0,0,0,0,0,0.064048,35.187,0.000,100.377,,,
55260,4640,1590,799,368,225,200,80,80,46,10,2,0,0,0,0,0,0,0.064200,35.184,0.000,100.374,,,
55320,4577,1615,781,363,201,224,74,81,33,5,1,1,2,0,0,0,0,0.063509,35.178,0.000,100.377,,,
55380,4639,1568,802,380,227,219,86,70,38,10,3,0,1,0,0,0,0,0.064133,35.177,0.000,100.373,,,
55440,4563,1544,787,357,183,224,92,73,54,2,4,1,0,1,0,0,0,0.062863,35.174,0.000,100.372,,,
55500,4535,1665,805,390,213,210,74,68,48,5,1,0,0,0,0,0,0,0.064092,35.165,0.000,100.374,,,
55560,4572,1592,804,352,235,219,88,63,40,9,0,0,0,0,0,0,0,0.063533,35.170,0.000,100.374,,,
55620,4480,1624,744,349,183,219,73,75,40,7,2,0,0,0,0,0,0,0.061880,35.176,0.000,100.372,,,
55680,4578,1555,778,357,234,225,90,78,47,9,5,0,0,0,0,0,0,0.063503,35.171,0.000,100.369,,,
55740,4584,1591,695,377,218,230,88,60,40,10,2,1,0,0,0,0,0,0.062776,35.164,0.000,100.372,,,
55800,4424,1629,760,367,199,202,84,77,38,6,1,0,0,0,0,0,0,0.062534,35.158,0.000,100.370,,,
55860,4432,1553,811,398,204,241,87,90,44,5,3,1,1,0,1,0,0,0.063241,35.153,0.000,100.366,,,
55920,4565,1601,754,382,228,230,80,65,41,6,1,0,0,0,0,0,0,0.063441,35.152,0.000,100.370,,,
55980,4468,1672,745,370,235,205,90,98,40,8,4,0,0,0,0,0,0,0.063548,35.151,0.000,100.369,,,
56040,4529,1597,819,383,224,211,90,78,40,7,0,0,0,0,0,0,0,0.063951,35.152,0.000,100.370,,,
56100,4588,1546,796,372,234,219,68,69,46,6,3,0,0,0,0,0,0,0.063600,35.151,0.000,100.369,,,
56160,4409,1562,761,382,220,243,76,88,46,3,4,1,1,1,0,0,0,0.062698,35.151,0.000,100.374,,,
56220,4344,1620,801,393,195,228,83,73,46,10,1,1,0,0,0,0,0,0.063031,35.151,0.000,100.371,,,
56280,4424,1547,850,390,240,236,105,90,44,17,2,1,1,0,0,0,0,0.063971,35.151,0.000,100.367,,,
56340,4366,1604,758,403,238,246,85,71,48,13,1,0,0,0,0,0,0,0.063075,35.151,0.000,100.364,,,
56400,4392,1564,741,397,218,229,90,97,40,5,3,1,0,0,0,0,0,0.062115,35.151,0.000,100.366,,,
56460,4403,1557,776,381,229,230,59,80,49,10,3,0,0,0,0,0,0,0.062258,35.151,0.000,100.367,,,
56520,4352,1534,729,365,247,218,94,70,32,7,3,1,1,0,0,0,0,0.060895,35.151,0.000,100.366,,,
56580,4474,1566,744,385,255,220,108,85,51,12,2,0,0,0,0,0,0,0.063537,35.151,0.000,100.367,,,
56640,4342,1583,751,388,220,211,69,96,45,8,6,2,0,0,1,0,0,0.061896,35.151,0.000,100.364,,,
56700,4400,1547,824,361,237,224,88,84,62,12,4,1,0,0,0,0,0,0.063139,35.151,0.000,100.363,,,
56760,4378,1473,721,354,242,192,85,80,55,9,5,1,0,0,0,0,0,0.060548,35.151,0.000,100.365,,,
56820,4285,1453,774,400,218,207,74,101,50,2,0,0,0,1,0,0,0,0.060761,35.151,0.000,100.363,,,
56880,4230,1520,779,392,250,209,70,74,37,7,4,0,0,0,0,0,0,0.060840,35.151,0.000,100.367,,,
56940,4141,1615,758,417,252,246,87,99,47,7,2,1,0,0,0,0,0,0.062197,35.151,0.000,100.364,,,
57000,4301,1540,797,419,251,257,95,95,59,10,4,0,0,2,0,0,0,0.063395,35.151,0.000,100.365,,,
57060,4182,1516,746,419,263,233,78,104,42,8,3,1,1,0,0,0,0,0.061529,35.151,0.000,100.366,,,
57120,4359,1476,797,399,236,252,111,69,57,13,2,0,1,0,0,0,0,0.062603,35.151,0.000,100.372,,,
57180,4275,1593,828,381,236,247,100,95,43,14,0,1,0,1,0,0,0,0.063144,35.151,0.000,100.368,,,
57240,4310,1496,755,393,239,224,91,90,53,7,1,2,2,0,0,0,0,0.061525,35.151,0.000,100.365,,,
57300,4311,1467,787,401,259,254,89,89,39,12,4,1,1,0,0,0,0,0.062052,35.151,0.000,100.360,,,
57360,4222,1506,777,438,233,251,99,94,48,11,3,1,0,0,0,0,0,0.062395,35.150,0.000,100.362,,,
57420,4157,1449,763,353,235,241,94,115,51,13,2,2,0,0,0,0,0,0.060465,35.149,0.000,100.362,,,
57480,4197,1515,733,431,252,235,75,102,52,19,3,2,0,0,1,0,0,0.061623,35.149,0.000,100.360,,,
57540,4199,1511,778,368,239,218,88,103,41,13,4,0,2,0,0,0,0,0.061227,35.142,0.000,100.360,,,
57600,4185,1485,793,384,242,268,89,103,45,10,2,0,0,0,0,0,0,0.061507,35.141,0.000,100.361,,,
57660,4280,1525,787,402,257,297,102,96,47,17,2,2,1,0,0,0,0,0.063473,35.142,0.000,100.361,,,
57720,4102,1505,851,389,226,243,93,123,60,14,4,1,0,1,0,0,0,0.062180,35.138,0.000,100.363,,,
57780,4208,1496,783,413,259,288,110,98,43,7,4,0,0,0,0,0,0,0.062574,35.137,0.000,100.363,,,
57840,4176,1547,769,404,235,238,110,108,58,14,3,1,0,0,0,0,0,0.062606,35.136,0.000,100.360,,,
57900,4241,1556,850,409,287,284,90,106,54,16,5,1,0,0,0,0,0,0.064581,35.135,0.000,100.361,,,
57960,4142,1465,783,444,276,246,115,84,37,14,5,2,0,0,0,0,0,0.062317,35.133,0.000,100.360,,,
58020,4181,1479,803,405,255,271,102,120,44,15,3,2,0,0,0,0,0,0.062345,35.132,0.000,100.359,,,
