Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330152409
Firmware Version,1.4
Calibration Date,2022/09/23
Protocol Name_Number,TEST_003
Test Start Time,07:35:39
Test Start Date,2024/02/14
Test Length [D:H:M:S],0:7:13:0
Sample Interval [H:M:S],0:1:0
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),8.031
Bin 17 Cut Point (um),10.000
Alarm,0.000 #/cm3
Density,1.000
Refractive Index,0.000-0.000j
Size Correction Factor,0.000
FlowCal,0.990
DeadTime Correction Factor,1.000
Errors,Filter Warning
Number of Samples,433
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors,
60,28148,9669,3602,1367,833,2000,882,1240,950,901,792,717,557,289,244,157,137,0.348087,13.595,0.000,100.636,,,
120,25683,8400,3325,1473,908,2271,1083,1343,1091,951,979,865,587,333,268,131,109,0.336748,13.821,0.000,100.625,,,
180,26158,8729,3377,1427,890,2184,948,1254,1100,911,889,778,556,287,236,154,105,0.336434,14.087,0.000,100.631,,,
240,26000,8549,3304,1465,841,2145,979,1300,978,878,881,823,533,287,210,171,96,0.331710,14.363,0.000,100.626,,,
300,25459,8506,3283,1382,838,2101,945,1204,983,916,781,743,548,305,222,169,103,0.326532,14.636,0.000,100.628,,,
360,25522,8439,3224,1403,869,2106,957,1272,1070,934,887,790,556,282,195,135,120,0.328548,14.935,0.000,100.631,,,
420,24966,8247,3333,1342,723,2059,960,1215,982,862,791,739,494,260,204,113,71,0.314408,15.225,0.000,100.631,,,
480,24844,8485,3310,1426,777,2223,907,1222,1007,839,841,731,528,278,178,136,68,0.318509,15.508,0.000,100.631,,,
540,25242,8732,4086,1813,1155,3110,1438,1896,1536,1407,1341,1076,714,388,304,183,123,0.376792,15.801,0.000,100.634,,,
600,25097,9170,4571,2296,1443,3880,1838,2408,1967,1748,1713,1473,972,536,400,266,193,0.428361,16.081,0.000,100.626,,,
660,25782,10122,5749,2899,1909,5594,2628,3357,2835,2541,2411,2019,1414,718,536,380,268,0.524280,16.362,0.000,100.625,,,
720,25672,10327,5949,3140,1966,5853,2698,3561,3002,2687,2532,2348,1579,848,603,460,295,0.545942,16.638,0.000,100.628,,,
780,26494,11027,6694,3541,2302,7084,3374,4545,3735,3369,3337,2840,1891,1044,806,576,410,0.628733,16.912,0.000,100.632,,,
840,26360,11148,6921,3698,2374,7412,3474,4617,3833,3531,3309,2940,2010,1050,786,574,380,0.639117,17.181,0.000,100.637,,,
900,25992,10912,6719,3627,2370,6972,3220,4302,3643,3374,3188,2712,1896,920,746,478,354,0.615042,17.447,0.000,100.634,,,
960,25546,10929,6636,3426,2384,6737,3245,4202,3690,3325,3057,2709,1778,923,643,485,298,0.604221,17.713,0.000,100.631,,,
1020,23002,7890,3142,1383,862,2018,1020,1200,985,846,812,718,485,249,175,116,79,0.301511,17.965,0.000,100.632,,,
1080,22032,7232,2710,1089,742,1548,669,956,718,622,599,499,329,181,105,64,46,0.261869,18.210,0.000,100.630,,,
1140,22578,7356,2779,1202,795,1567,737,1015,744,690,712,542,368,182,133,77,47,0.271690,18.462,0.000,100.631,,,
1200,22920,7913,3221,1366,1038,2064,980,1273,1000,915,837,786,518,294,175,151,91,0.306719,18.709,0.000,100.630,,,
1260,24768,9225,4522,2270,1711,3512,1642,2153,1899,1720,1688,1548,1032,570,459,304,226,0.422508,18.950,0.000,100.633,,,
1320,25185,9666,5198,2581,1946,4304,2097,2689,2424,2038,2034,1886,1302,701,546,418,272,0.472688,19.193,0.000,100.637,,,
1380,26228,10962,6490,3363,2685,6181,2947,3953,3443,3098,2951,2714,1984,1063,886,620,484,0.603346,19.422,0.000,100.638,,,
1440,27012,11682,6998,3823,3138,6831,3229,4352,3933,3578,3501,3211,2287,1236,954,685,515,0.662454,19.650,0.000,100.638,,,
1500,27251,11929,7786,4184,3401,7580,3746,4853,4225,3956,3905,3479,2548,1323,1041,742,582,0.711902,19.877,0.000,100.637,,,
1560,26910,11830,7435,4024,3275,7429,3526,4801,3921,3813,3651,3237,2499,1327,961,698,468,0.686984,20.102,0.000,100.638,,,
1620,27007,11447,6997,3787,3029,6876,3293,4447,3785,3550,3385,3150,2120,1205,932,673,433,0.653334,20.315,0.000,100.640,,,
1680,25068,8002,2949,1256,887,1817,842,1163,905,787,742,708,428,209,153,126,70,0.301319,20.523,0.000,100.641,,,
1740,24586,7690,2879,1221,834,1819,797,1095,830,751,708,642,402,192,158,100,75,0.292087,20.732,0.000,100.637,,,
1800,27131,10842,6478,3252,2395,5780,2607,3322,2757,2440,2249,1936,1392,682,534,361,291,0.545943,20.940,0.000,100.641,,,
1860,31238,14558,9702,5082,3867,9120,4223,5191,4456,3862,3458,3136,2030,1072,820,603,425,0.778293,21.143,0.000,100.639,,,
1920,38557,21532,16371,8582,6816,15617,7015,8862,7333,6378,5841,5008,3389,1766,1320,906,773,1.215125,21.336,0.000,100.641,,,
1980,40999,23776,18992,10130,8032,18696,8383,10528,8694,7637,7115,6078,3987,2169,1709,1180,1031,1.410326,21.532,0.000,100.641,,,
2040,40559,23555,18683,10062,7876,18179,8193,10321,8371,7280,6824,5655,3790,2040,1498,1042,802,1.370652,21.723,0.000,100.640,,,
2100,41051,23975,18944,9978,8033,18158,8103,10589,8355,7421,6884,5840,3928,2008,1443,1043,837,1.384942,21.908,0.000,100.638,,,
2160,40898,23914,18999,10125,8002,18259,8219,10525,8655,7596,6926,5903,3941,1978,1476,1055,784,1.392899,22.097,0.000,100.640,,,
2220,39934,23021,18041,9744,7374,17667,7881,10024,8207,7086,6516,5555,3598,1848,1421,951,635,1.322044,22.283,0.000,100.639,,,
2280,36799,20917,16179,8740,6486,15774,7199,8945,7444,6444,5827,4969,3351,1686,1151,840,610,1.193233,22.464,0.000,100.639,,,
2340,34730,18994,14590,7668,5944,14211,6390,7984,6602,5889,5299,4427,2830,1522,1137,776,596,1.085027,22.642,0.000,100.639,,,
2400,32014,16946,12921,6776,5149,12658,5739,7267,5876,5147,4816,3968,2695,1453,1045,725,576,0.975002,22.808,0.000,100.640,,,
2460,26346,12820,8993,4797,3374,8848,4019,5086,4240,3734,3392,2782,1781,902,728,436,274,0.702044,22.986,0.000,100.642,,,
2520,21177,9299,6095,3362,2078,6425,2892,3869,3083,2650,2472,2001,1234,601,397,214,151,0.505354,23.168,0.000,100.643,,,
2580,21052,9257,6135,3238,2174,6432,3133,3940,3107,2738,2478,2086,1286,564,418,269,128,0.510595,23.334,0.000,100.641,,,
2640,23465,11444,8784,4773,3026,9343,4442,5781,4786,4213,3847,3302,2085,1064,767,556,435,0.714755,23.492,0.000,100.644,,,
2700,24743,13244,10542,5781,3570,11696,5584,7324,6146,5510,5054,4324,2790,1472,1055,796,654,0.874038,23.650,0.000,100.644,,,
2760,28646,16906,14424,7799,5083,16008,7766,10229,8494,7683,7026,6090,4121,2190,1702,1261,1097,1.181378,23.803,0.000,100.644,,,
2820,32721,21812,19712,10888,7536,21970,10805,14527,12131,10840,10200,8966,6004,3090,2450,1859,1601,1.616233,23.953,0.000,100.644,,,
2880,39194,28869,27111,15084,10723,30948,15029,20431,17118,15573,14380,12794,8665,4614,3569,2677,2456,2.233749,24.107,0.000,100.644,,,
2940,43816,33385,32102,17826,12907,36593,18318,24393,20953,18793,17576,15532,10501,5680,4567,3438,3181,2.665901,24.251,0.000,100.645,,,
3000,45474,35740,34189,19163,13746,38999,19408,26282,21745,19724,18559,16520,11151,6002,4787,3672,3228,2.815100,24.387,0.000,100.647,,,
3060,50938,40636,39153,21625,16293,45275,22613,30258,25573,22930,21731,19083,12915,6888,5555,4199,3670,3.244170,24.528,0.000,100.647,,,
3120,54324,43653,42005,23608,17285,48102,23707,31930,26743,24150,22746,19968,13533,7354,5625,4316,3868,3.438911,24.666,0.000,100.646,,,
3180,57565,46976,45894,25228,18994,52442,25953,35067,29795,26218,24865,21670,14928,8082,6312,4657,4122,3.748367,24.800,0.000,100.647,,,
3240,61945,52246,51538,28304,21940,59620,29893,40020,33950,30370,29187,25320,17435,9435,7463,5535,4825,4.266750,24.931,0.000,100.646,,,
3300,66032,56441,55778,31308,24642,66203,32982,45235,38750,35224,33720,29934,20975,11707,9164,6930,6180,4.817472,25.067,0.000,100.645,,,
3360,66254,58007,58037,32561,25961,69577,35259,47866,41323,37819,36769,33195,23301,13200,10378,7873,6528,5.131326,25.190,0.000,100.645,,,
3420,67985,59924,60523,34214,27866,72973,37192,50947,44290,40810,40058,36612,26507,14779,11940,8852,7450,5.494449,25.313,0.000,100.646,,,
3480,68702,60710,61796,34812,28642,74787,37787,51930,44824,41760,41028,37961,26642,14853,12163,9146,7631,5.606870,25.434,0.000,100.646,,,
3540,75365,67382,67742,38300,31661,83077,42159,57939,50550,46621,45736,41941,29895,16967,13296,9943,8215,6.210528,25.566,0.000,100.645,,,
3600,73998,66910,67466,37884,31919,83456,41978,57846,50455,46648,46035,42131,30100,17037,13522,10164,8279,6.216368,25.684,0.000,100.644,,,
3660,77483,69969,70891,40045,33387,87381,44356,60458,52905,49411,48441,45344,32187,18236,14581,10844,8840,6.547074,25.805,0.000,100.644,,,
3720,75106,67765,68970,39327,33423,85757,43199,59473,51703,48227,47110,43547,31482,17419,13941,10217,8164,6.377150,25.920,0.000,100.644,,,
3780,73723,66165,67319,38469,31766,82733,42277,57554,50142,46513,45685,41849,30089,16408,13007,9531,7558,6.149963,26.035,0.000,100.644,,,
3840,70494,62983,64189,36459,30259,79710,40729,55487,48457,45104,44122,40716,29335,16519,12910,9515,7694,5.927548,26.140,0.000,100.644,,,
3900,69335,62406,62844,36237,29736,78468,39971,54383,48220,44279,43212,40177,29159,16071,12484,9245,7398,5.824353,26.251,0.000,100.646,,,
3960,72425,64872,66271,37668,30559,81185,41326,56736,49378,45894,44582,40945,28671,15881,12675,9080,7118,5.984883,26.365,0.000,100.647,,,
4020,72554,65390,66219,37836,29712,81875,41745,56910,49412,45540,44444,40087,28238,15214,12007,8626,6692,5.946509,26.476,0.000,100.646,,,
4080,73536,66054,66809,38362,30383,82441,42116,57416,49784,45573,44388,40530,28405,15554,11821,8720,6604,6.001817,26.589,0.000,100.644,,,
4140,74557,68154,69524,39071,31855,85646,43467,59766,51820,47367,45601,41485,28816,15674,11908,8740,6764,6.195381,26.700,0.000,100.644,,,
4200,76436,69091,71205,40039,32398,87614,44707,61257,53019,48300,46971,42148,29362,15848,12154,8652,6948,6.332850,26.805,0.000,100.645,,,
4260,77259,70349,71861,40731,33411,88649,44853,61653,53558,48839,46992,42385,29015,15963,12172,8363,6713,6.391499,26.903,0.000,100.648,,,
4320,77815,71281,72751,40961,32044,89199,45607,62202,53647,49470,47566,42549,29216,15940,12084,8615,6789,6.419951,27.005,0.000,100.646,,,
4380,77463,71084,73124,41077,32630,90211,45610,62991,53949,49517,47677,42772,29011,15816,11993,8675,6679,6.443047,27.112,0.000,100.646,,,
4440,80932,74341,76844,43537,34729,96328,49031,66751,57658,52769,50854,45430,31054,16795,13000,9246,7734,6.853743,27.216,0.000,100.645,,,
4500,80757,74166,76548,43210,34430,95561,48274,66457,57528,52251,50132,44625,30719,16555,12623,8892,7426,6.776896,27.314,0.000,100.645,,,
4560,82332,76393,78717,45112,35400,98544,49929,69192,59756,54746,52103,46798,32259,17434,13444,9751,8052,7.045276,27.413,0.000,100.645,,,
4620,80975,75416,77485,43619,34622,97019,49142,67500,58148,52629,50693,45328,30944,16547,12673,9243,7246,6.849136,27.514,0.000,100.647,,,
4680,76356,69628,71636,40233,30131,88912,44899,61932,52587,48164,46649,41198,27964,14949,11452,8190,6803,6.291747,27.616,0.000,100.645,,,
4740,71339,65022,66212,37574,27379,81455,41128,56257,48288,43955,42030,37495,25443,13667,10564,7429,6138,5.785960,27.711,0.000,100.644,,,
4800,71569,64748,65975,37420,27676,82379,41680,56938,48897,44351,42574,38102,25992,13919,10898,7757,6193,5.837147,27.797,0.000,100.645,,,
4860,69056,62558,63742,35800,25949,79242,40136,54901,47073,42668,41092,36641,25173,13744,10619,7554,6016,5.628572,27.893,0.000,100.646,,,
4920,65424,58304,58977,32978,24286,71878,36475,49620,42743,38855,37286,33125,22876,12250,9329,6717,5375,5.141627,27.981,0.000,100.646,,,
4980,63985,56725,57550,32364,22849,70747,35033,48094,41198,37964,36021,32242,22089,11732,8938,6702,5083,4.972177,28.082,0.000,100.647,,,
5040,66647,59285,60817,34021,23228,75014,37367,51355,44224,39536,37900,34198,22957,12286,9284,6712,5317,5.220846,28.170,0.000,100.646,,,
5100,63249,56055,57021,32144,21681,71067,35963,49385,42314,38539,37488,33903,23136,12130,9340,6692,5199,5.016968,28.254,0.000,100.647,,,
5160,57753,50255,50777,28658,19320,63995,32375,44038,38768,35807,35039,32094,22248,11744,8824,6300,5074,4.600310,28.341,0.000,100.647,,,
5220,54867,46971,46833,26167,16792,57176,28405,38724,33303,30018,28506,25451,17297,9123,7037,5142,4173,3.986952,28.416,0.000,100.647,,,
5280,54552,46302,45977,25680,16274,56154,28020,38025,32410,29583,28686,25716,17699,9488,7472,5523,4161,3.951775,28.497,0.000,100.648,,,
5340,53880,45878,45161,25303,16537,55164,27532,37143,31142,28729,27601,24905,17552,9673,7767,5419,4087,3.893254,28.581,0.000,100.648,,,
5400,53510,44647,45351,24813,15971,54845,27023,36549,31460,28559,27631,24805,17235,9272,7024,4920,3811,3.834074,28.649,0.000,100.647,,,
5460,53177,44957,44592,24871,16251,54377,26841,36807,31540,28462,27151,24611,16674,8834,6846,4859,3773,3.811213,28.723,0.000,100.647,,,
5520,52971,44912,45594,25546,16135,56053,27936,37671,31894,28515,27331,23894,16109,8597,6479,4550,3386,3.823449,28.796,0.000,100.646,,,
5580,53777,45532,46321,25298,15643,55762,27540,37432,31906,29020,27278,24303,16360,8643,6338,4290,3024,3.816335,28.865,0.000,100.647,,,
5640,52559,44360,44418,24575,15675,54158,26650,36295,30782,27858,26816,23534,16137,8566,6212,4231,2980,3.714694,28.932,0.000,100.649,,,
5700,51485,43388,43067,23715,14792,52032,25609,34788,29163,26361,24985,21925,14599,7661,5791,3947,2918,3.541683,28.999,0.000,100.648,,,
5760,51342,43723,43505,24088,15300,52796,26589,36044,30719,27338,26181,23428,15511,8107,5960,3934,2743,3.638485,29.071,0.000,100.648,,,
5820,50087,42277,42121,23540,14861,50422,25164,33762,28516,25873,24471,21494,14142,7254,5460,3657,2498,3.460529,29.141,0.000,100.649,,,
5880,50414,41826,41529,23023,14571,49872,24650,33653,28059,25157,23890,20515,13412,6851,4982,3402,2301,3.381935,29.200,0.000,100.647,,,
5940,52999,45216,45307,25057,16131,54597,26997,36675,31125,28010,26881,23426,15486,7770,5458,3504,2449,3.705075,29.261,0.000,100.650,,,
6000,50514,42823,42832,23396,15026,51019,25374,34237,28712,25899,24979,21781,14422,7172,5066,3307,2164,3.465138,29.323,0.000,100.648,,,
6060,48818,40300,39677,22334,13425,47725,23631,31533,26922,24011,22427,19392,12969,6693,4795,3107,2098,3.218597,29.379,0.000,100.647,,,
6120,50076,42014,42010,23233,14656,50508,25021,33855,28755,25969,24343,21414,14261,7134,5173,3296,2128,3.421125,29.434,0.000,100.647,,,
6180,52645,44838,45070,24944,15541,54890,27537,36823,31237,28468,26913,23013,15140,7683,5372,3210,1915,3.676897,29.485,0.000,100.647,,,
6240,50023,41652,41629,22837,13938,50384,24605,33181,28409,25146,23607,20262,13140,6542,4584,2923,1869,3.329056,29.547,0.000,100.646,,,
6300,48307,40060,39977,21762,12882,47186,22976,31148,26261,23429,21609,18607,12188,5934,4128,2671,1780,3.120479,29.606,0.000,100.647,,,
6360,49227,40887,40103,22480,13553,47908,24026,32051,26814,24114,22439,18836,12105,5907,4280,2706,1670,3.189548,29.661,0.000,100.648,,,
6420,48576,39863,39061,21973,12997,46927,23158,30812,26064,23228,21417,18418,11622,5802,3989,2470,1634,3.094250,29.712,0.000,100.650,,,
6480,48080,39874,39553,21961,13519,46500,23195,30727,25634,22941,20985,17933,11364,5665,3896,2475,1529,3.072710,29.766,0.000,100.648,,,
6540,46597,38471,38351,20943,12263,44901,21997,29422,24801,21890,20481,17068,10844,5271,3864,2363,1438,2.946354,29.815,0.000,100.653,,,
6600,46329,38215,37579,20727,12459,44424,21776,29171,24557,21797,19955,17024,10611,5314,3661,2310,1344,2.915935,29.867,0.000,100.651,,,
6660,47152,38672,38444,21077,12768,45406,22278,30192,24947,21984,20628,17289,10824,5231,3567,2289,1380,2.970969,29.916,0.000,100.652,,,
6720,46883,38707,38526,21115,13033,45025,21981,29959,25076,21994,20327,17280,10839,5220,3548,2168,1256,2.960828,29.965,0.000,100.654,,,
6780,47195,39055,39176,21572,13151,45977,22673,30125,25236,22181,20576,16988,10702,5091,3465,2182,1253,2.987722,30.017,0.000,100.654,,,
6840,47719,39985,39511,21434,12749,46696,23136,30289,25361,22415,20165,17033,10496,4867,3328,2003,1158,2.986160,30.075,0.000,100.652,,,
6900,46925,38959,38361,20970,12263,45472,22171,29777,24680,21658,19581,16507,10202,4768,3253,2021,1161,2.904709,30.123,0.000,100.652,,,
6960,45002,37105,36695,19801,11799,43198,20728,27569,22819,20206,18607,15539,9321,4364,2958,1803,1021,2.737963,30.173,0.000,100.650,,,
7020,45701,37907,37376,20506,12350,44044,21444,28837,23910,21078,19038,15598,9712,4568,3129,1804,1028,2.815141,30.227,0.000,100.655,,,
7080,45917,37067,36680,20051,11981,42518,21109,28009,23359,20385,18723,15630,9529,4489,2906,1780,1045,2.755107,30.272,0.000,100.653,,,
7140,44676,36232,35700,19513,11575,41444,20525,27202,22524,19737,17691,14767,9122,4201,2883,1713,946,2.666154,30.317,0.000,100.650,,,
7200,44130,34796,34145,18664,10895,39752,19461,25936,21246,18636,16854,13740,8268,3898,2576,1516,879,2.538330,30.355,0.000,100.651,,,
7260,43658,35172,34201,18930,10972,39968,19272,25864,21391,18870,17112,13992,8405,3992,2590,1527,791,2.548030,30.402,0.000,100.652,,,
7320,42824,34046,33365,18155,10957,38394,18601,24819,20783,18123,16097,13507,8075,3775,2573,1438,855,2.464332,30.442,0.000,100.651,,,
7380,43092,34393,34043,18720,12241,38480,18820,25041,20783,17829,16385,13428,8050,3670,2447,1379,740,2.511499,30.486,0.000,100.649,,,
7440,43175,35106,34246,19012,12457,39441,19028,25701,21103,18230,16626,13597,8224,3681,2360,1275,753,2.549528,30.535,0.000,100.650,,,
7500,45684,37490,37100,20495,13795,41606,20542,26862,22208,19262,17021,13955,8506,3954,2580,1478,892,2.702229,30.573,0.000,100.650,,,
7560,44786,36894,35918,20047,13581,41251,20036,26971,22348,19348,17589,14604,8822,4055,2640,1688,977,2.700192,30.627,0.000,100.647,,,
7620,45242,37957,37734,21526,14645,44435,21750,29049,24339,21416,19547,16207,9945,4844,3165,2102,1213,2.907445,30.672,0.000,100.648,,,
7680,51426,45501,46429,26251,17737,57597,28634,38764,32858,29744,27612,23522,15277,7570,5498,3481,2282,3.817732,30.713,0.000,100.648,,,
7740,55367,50306,52228,29874,21863,65635,33119,44957,38672,34860,32947,28110,18588,9299,6760,4446,3022,4.436653,30.759,0.000,100.649,,,
7800,55536,50702,52177,30339,23010,65424,33256,45381,38966,35446,33465,28915,19002,9735,7213,4700,3194,4.501441,30.795,0.000,100.649,,,
7860,57632,53203,55702,32137,24803,71110,35668,49337,42605,38885,37167,32226,21417,11038,7854,5279,3519,4.872117,30.841,0.000,100.648,,,
7920,61647,58902,62409,37010,29102,83682,42165,58163,50626,46828,44540,38924,25978,13340,9665,6548,4478,5.692253,30.881,0.000,100.649,,,
7980,67746,65829,70532,41705,34428,96059,49557,68248,60436,55665,53839,47583,31581,16185,12057,7796,5483,6.663284,30.918,0.000,100.649,,,
8040,66532,64730,69350,41381,33379,93930,48608,66543,58375,54269,51864,45540,29788,15508,11155,7275,4919,6.463271,30.955,0.000,100.650,,,
8100,70623,69255,75233,44799,38457,102539,52627,73298,65047,60299,58266,51853,34911,17988,13470,8876,6165,7.152374,30.996,0.000,100.650,,,
8160,77177,77226,84823,51080,46082,120134,62387,87888,77874,73154,71444,64187,43453,22716,16634,11340,8002,8.466072,31.032,0.000,100.647,,,
8220,78701,79761,88274,52551,48075,124891,65263,91623,81473,76137,74683,66734,45268,23736,17249,11768,8322,8.800678,31.067,0.000,100.653,,,
8280,80881,81813,89823,54345,50438,127694,66783,94163,84256,78456,76644,69437,46910,24316,18257,12475,9154,9.058164,31.109,0.000,100.655,,,
8340,77852,77737,84141,50292,44487,118703,60607,85963,75989,70835,69409,61912,41642,21888,15901,10878,7891,8.273628,31.153,0.000,100.655,,,
8400,79075,77579,83576,50467,43718,115003,59698,83355,73374,68103,66045,58452,38796,20149,14867,9867,6893,8.028132,31.194,0.000,100.653,,,
8460,79873,78264,83380,49607,43049,112260,57593,79910,70945,65028,62389,54472,36118,18762,13544,9033,6472,7.746402,31.232,0.000,100.655,,,
8520,82977,81140,86658,51492,44434,114198,58627,81522,71485,65268,62322,54859,36062,18399,13638,8864,6137,7.876327,31.263,0.000,100.656,,,
8580,81238,78726,84603,50168,42366,111533,56519,78820,68969,63619,60379,52077,34369,17521,12410,8273,5650,7.622135,31.301,0.000,100.660,,,
8640,83524,81496,85772,51368,43223,112997,56984,79317,68756,63075,59510,51459,33577,17115,12020,7673,5293,7.631950,31.335,0.000,100.663,,,
8700,84735,81866,86431,51676,42808,113094,56617,79166,68348,62685,58972,50665,32998,16517,11678,7380,4827,7.570821,31.369,0.000,100.665,,,
8760,86106,83403,87484,52591,42934,112926,56730,78368,68162,62126,57404,49253,31533,15743,11090,7052,4471,7.530766,31.405,0.000,100.668,,,
8820,85552,82398,87497,51699,42648,112517,56397,77747,67689,61480,57450,48864,30696,15129,10345,6699,4041,7.443630,31.434,0.000,100.669,,,
8880,84158,80705,85037,50590,40800,108973,54690,75341,65492,58771,55099,46443,29531,14416,9683,6051,3804,7.199341,31.471,0.000,100.671,,,
8940,82226,78218,81671,48338,39018,104829,51716,71693,62588,56047,52542,44502,28110,13739,9373,5919,3625,6.920552,31.507,0.000,100.667,,,
9000,83198,79578,83472,48751,38382,107635,53487,74416,64234,57572,53838,45823,29182,14317,9861,6031,3766,7.059707,31.543,0.000,100.669,,,
9060,82239,78117,82534,48597,39391,104781,52578,72536,62425,56452,53250,45057,28644,13962,9868,6018,3507,6.968995,31.577,0.000,100.671,,,
9120,81441,76959,79877,47501,38325,102479,51135,70394,60961,55359,51596,43832,27746,13771,9451,5900,3387,6.787634,31.609,0.000,100.669,,,
9180,78583,73864,77841,45428,36572,97752,48647,67141,58883,52359,48736,41556,26489,13075,9038,5549,3364,6.502905,31.649,0.000,100.670,,,
9240,80265,76401,79177,46799,38047,100569,50581,69226,60419,54316,50850,43595,27721,13593,9325,5923,3468,6.715227,31.676,0.000,100.674,,,
9300,78921,74166,77083,45483,36615,97827,48779,67350,58652,53281,49530,42115,26809,13148,9040,5499,3212,6.531146,31.715,0.000,100.673,,,
9360,75346,69558,72384,42443,34344,90324,45719,62537,54389,48964,45743,38920,24944,12323,8363,5175,2975,6.080750,31.738,0.000,100.674,,,
9420,72916,67205,70102,40986,32098,87132,43266,59223,51128,45926,42228,35354,21851,10503,6975,4079,2309,5.709093,31.771,0.000,100.674,,,
9480,70948,65792,67430,39906,30813,83628,41412,56556,48544,43354,40118,32837,20030,9343,6418,3714,2032,5.447801,31.798,0.000,100.675,,,
9540,71519,65278,67529,39806,30091,82876,41492,56500,48650,43435,39670,32618,19986,9455,6157,3469,1914,5.415291,31.830,0.000,100.676,,,
9600,70789,64555,66160,38833,29319,80160,39396,53837,45713,40713,36239,29820,17979,8279,5442,3065,1686,5.161804,31.864,0.000,100.677,,,
9660,70337,64078,65231,38231,28966,78042,38099,51960,43909,38492,34658,28293,16870,7942,5271,2888,1506,5.006515,31.890,0.000,100.676,,,
9720,68119,61555,62373,36167,27034,73372,35775,48415,40550,35803,32481,26326,15571,7320,4735,2669,1442,4.712178,31.921,0.000,100.677,,,
9780,72072,64791,64540,38371,28401,74613,35799,48702,40747,34710,30454,24700,14644,6650,4314,2428,1354,4.751944,31.945,0.000,100.677,,,
9840,72322,65903,65259,39094,28141,75956,36238,49557,40949,35313,30992,25107,14426,6742,4340,2480,1244,4.808841,31.982,0.000,100.676,,,
9900,72713,65502,65986,38673,27659,76284,36064,49384,40468,35007,30843,24614,14350,6390,4075,2266,1147,4.792249,31.997,0.000,100.674,,,
9960,73489,66314,66016,38710,28672,76758,36368,49457,40384,35054,30865,24198,13972,6272,4021,2166,1044,4.801026,32.032,0.000,100.678,,,
10020,73215,66236,65744,38156,28282,75901,36305,49052,40109,34639,30166,23682,13544,6205,3832,2078,978,4.749505,32.052,0.000,100.677,,,
10080,72957,65493,65566,38161,28098,74082,35777,48250,39785,33879,29792,22951,13194,5978,3691,2005,941,4.688554,32.075,0.000,100.678,,,
10140,72134,64009,64133,37133,27121,72912,34672,47046,38945,33356,28924,22852,13078,5771,3601,1901,970,4.584474,32.099,0.000,100.678,,,
10200,72132,64073,63149,36855,27664,72655,34535,46706,38235,32935,28771,22533,12885,5545,3453,1844,891,4.559509,32.119,0.000,100.677,,Filter Warning,
10260,69479,61225,60465,35601,26044,69761,32997,44751,36892,31564,27416,21556,12103,5417,3338,1755,804,4.371250,32.148,0.000,100.678,,Filter Warning,
10320,67416,59106,58667,34038,25539,67169,31972,43278,35449,30262,26708,20580,11907,5118,3102,1711,792,4.219741,32.184,0.000,100.679,,Filter Warning,
10380,66501,57744,57502,33448,24754,65465,31195,42319,34717,29812,26201,20368,11495,5055,3092,1624,784,4.125489,32.201,0.000,100.680,,Filter Warning,
10440,66607,57804,57790,33094,24656,65502,31274,42163,34588,29514,25626,20021,11361,4898,2947,1552,776,4.108788,32.228,0.000,100.678,,Filter Warning,
10500,65868,57320,56961,33016,24101,64619,30775,41582,33975,29097,25285,19594,11101,4867,2974,1555,722,4.055919,32.249,0.000,100.678,,Filter Warning,
10560,65526,57233,57085,32797,24231,64383,30450,40921,33821,28610,25386,19124,10864,4589,2917,1435,773,4.022255,32.268,0.000,100.678,,Filter Warning,
10620,64685,56422,55181,31917,23281,63074,30003,40424,33317,28125,24445,19135,10723,4682,2902,1571,819,3.947777,32.297,0.000,100.678,,Filter Warning,
10680,64727,55321,55257,32111,23059,62741,29976,39672,32783,27920,23989,18581,10778,4664,2882,1523,835,3.909438,32.314,0.000,100.678,,Filter Warning,
10740,64657,55708,55310,31904,23018,62173,30000,40190,32951,28280,23956,18794,10629,4558,2963,1542,795,3.913434,32.333,0.000,100.678,,Filter Warning,
10800,64038,55210,54591,31565,22779,61759,29244,39366,32228,27308,24004,18779,10428,4756,3038,1739,1041,3.874727,32.355,0.000,100.679,,Filter Warning,
10860,64363,55219,55043,31627,22749,61482,29553,38962,32245,27787,24374,19161,11254,5195,3292,2033,1180,3.912544,32.372,0.000,100.679,,Filter Warning,
10920,63952,54800,54037,31277,22908,61086,29223,39368,32203,27868,24163,19538,11413,5319,3455,2183,1374,3.898392,32.405,0.000,100.679,,Filter Warning,
