Partector SN 948
Firmware: rev 455
Hardware: rev 2.2
Calibration: 1.49, calibrated on 7.6.2023
Start: 22.6.2023 11:35:37
statistics: 84656 LDSAmin, 6473 min, 195213 pulses
settings: 800 AL, 0.81 F, 2.00 I, 0.00 Ilow, 5 P, 50 D, 0.7 DC, 2.0 T, 0 H, 1 Z, 1 V
settings 2: 5 PIDfreeze, 200 RHshutdown, 0 heater, 35 Tset, 0.00 offs1T, 0.00 offs2T, 360000 STinterval, 1 STon
settings 3:  0 RTCcal, 0 USBformat, 3 USBtransmit, 15 brightness, 127 contrast, 0 demo, 2023/06/07 clock set
environment: T 21.0...32.1, RH 8.0...88.3
time	LDSA	idiff	HV	EM	TEM	TEM-V	T	RH	bat	flow	error
449.0	644.44	0.0	820	-108.90	1	1891	30.9	29	4.04	0.46	0
450.0	637.53	2.0	3865	97.45	1	1889	30.9	29	4.06	0.46	0
451.0	649.58	0.0	823	-110.99	1	1887	30.9	29	4.04	0.46	0
452.0	595.50	2.0	3859	109.97	1	1886	30.9	29	4.05	0.47	0
453.0	549.88	0.0	819	-113.59	1	1890	30.9	29	4.05	0.47	0
454.0	614.62	2.0	3857	94.43	1	1889	31.0	29	4.06	0.47	0
455.0	625.08	0.0	819	-87.72	1	1891	30.9	29	4.04	0.48	0
456.0	574.36	2.0	3858	114.06	1	1889	31.0	29	4.06	0.49	0
457.0	601.20	0.0	820	-117.32	1	1890	31.0	29	4.04	0.48	0
458.0	611.66	2.0	3858	92.43	1	1890	31.0	29	4.07	0.46	0
459.0	626.76	0.0	822	-110.99	1	1890	31.0	29	4.04	0.45	0
460.0	634.75	2.0	3859	109.38	1	1888	31.0	29	4.06	0.46	0
461.0	621.98	0.0	820	-117.42	1	1895	31.0	29	4.05	0.46	0
462.0	629.39	2.0	3858	111.12	1	1888	31.0	29	4.06	0.46	0
463.0	605.41	0.0	820	-104.16	1	1890	31.0	29	4.04	0.47	0
464.0	619.18	2.0	3867	109.70	1	1886	31.0	29	4.05	0.47	0
465.0	691.24	0.0	819	-124.70	1	1890	31.0	29	4.04	0.45	0
466.0	711.82	2.0	3866	112.12	1	1888	31.0	29	4.06	0.44	0
467.0	700.33	0.0	819	-112.70	1	1890	31.0	29	4.04	0.46	0
468.0	671.32	2.0	3857	113.23	1	1889	31.0	29	4.06	0.46	0
469.0	646.97	0.0	819	-116.36	1	1895	31.0	29	4.05	0.45	0
470.0	636.02	2.0	3858	109.57	1	1889	31.0	29	4.06	0.45	0
471.0	655.34	0.0	823	-121.09	1	1889	31.0	29	4.04	0.45	0
472.0	681.24	2.0	3855	107.11	1	1891	31.0	29	4.05	0.44	0
473.0	693.35	0.0	820	-129.64	1	1889	31.0	29	4.04	0.43	0
474.0	674.49	2.0	3859	99.42	1	1888	31.0	29	4.06	0.44	0
475.0	718.54	0.0	822	-138.60	1	1891	31.0	29	4.04	0.44	0
476.0	704.34	2.0	3870	112.50	1	1888	31.0	29	4.05	0.45	0
477.0	671.41	0.0	819	-124.12	1	1891	31.0	29	4.04	0.47	0
478.0	732.02	2.0	3850	117.00	1	1888	31.1	29	4.06	0.46	0
479.0	744.91	0.0	822	-126.53	1	1894	31.1	29	4.04	0.45	0
480.0	759.17	2.0	3859	123.28	1	1889	31.1	29	4.06	0.45	0
481.0	780.16	0.0	820	-132.17	1	1894	31.1	29	4.05	0.46	0
482.0	671.81	2.0	3854	111.66	1	1888	31.1	29	4.06	0.47	0
483.0	536.83	0.0	822	-96.16	1	1889	31.1	29	4.04	0.48	0
484.0	571.06	2.0	3858	91.47	1	1888	31.1	29	4.06	0.47	0
485.0	599.84	0.0	822	-112.58	1	1889	31.1	29	4.04	0.45	0
486.0	655.32	2.0	3866	97.53	1	1887	31.1	29	4.05	0.44	0
487.0	766.31	0.0	820	-142.39	1	1893	31.1	29	4.05	0.45	0
488.0	729.93	2.0	3859	104.05	1	1889	31.1	29	4.05	0.46	0
489.0	623.15	0.0	819	-107.17	1	1890	31.1	29	4.04	0.46	0
490.0	669.62	2.0	3853	104.23	1	1888	31.1	29	4.06	0.45	0
491.0	673.42	0.0	822	-108.41	1	1890	31.1	29	4.04	0.46	0
492.0	614.86	2.0	3854	98.64	1	1890	31.1	29	4.06	0.47	0
493.0	723.94	0.0	820	-124.05	1	1890	31.1	29	4.04	0.46	0
494.0	850.40	2.0	3854	119.12	1	1891	31.1	29	4.05	0.46	0
495.0	814.68	0.0	822	-125.64	1	1890	31.1	29	4.04	0.46	0
496.0	695.35	2.0	3854	116.34	1	1889	31.1	29	4.05	0.47	0
497.0	719.92	0.0	822	-124.19	1	1892	31.1	29	4.04	0.47	0
498.0	767.45	2.0	3859	119.69	1	1887	31.1	29	4.06	0.47	0
499.0	732.96	0.0	820	-118.48	1	1890	31.1	29	4.04	0.46	0
500.0	703.47	2.0	3859	112.59	1	1889	31.1	29	4.05	0.47	0
501.0	709.55	0.0	820	-126.55	1	1890	31.1	29	4.05	0.47	0
502.0	704.59	2.0	3865	114.79	1	1888	31.1	29	4.05	0.47	0
503.0	708.31	0.0	822	-109.69	1	1890	31.1	29	4.04	0.47	0
504.0	752.30	2.0	3863	116.62	1	1888	31.2	29	4.05	0.48	0
505.0	686.45	0.0	819	-109.82	1	1895	31.1	29	4.05	0.47	0
506.0	665.74	2.0	3859	96.25	1	1889	31.2	29	4.06	0.45	0
507.0	691.72	0.0	823	-99.85	1	1889	31.2	29	4.04	0.45	0
508.0	691.34	2.0	3854	148.01	1	1891	31.2	29	4.06	0.47	0
509.0	735.68	0.0	822	-138.22	1	1890	31.2	29	4.04	0.48	0
510.0	744.17	2.0	3869	118.56	1	1894	31.2	29	4.05	0.46	0
511.0	729.90	0.0	820	-115.42	1	1890	31.2	29	4.04	0.46	0
512.0	731.12	2.0	3857	124.49	1	1891	31.2	29	4.05	0.47	0
513.0	740.56	0.0	822	-127.98	1	1890	31.2	29	4.04	0.47	0
514.0	797.77	2.0	3857	123.14	1	1890	31.2	29	4.05	0.47	0
515.0	839.26	0.0	823	-152.36	0	992	31.2	29	4.06	0.45	0
516.0	819.93	2.0	3829	133.00	0	710	31.2	29	4.12	0.45	0
517.0	875.99	0.0	811	-149.00	0	536	31.2	29	4.06	0.47	0
518.0	834.95	2.0	3833	146.03	0	427	31.2	29	4.07	0.49	0
519.0	772.73	-0.0	807	-142.93	0	351	31.2	29	4.11	0.49	0
520.0	786.49	2.0	3851	127.29	0	294	31.2	29	4.13	0.49	0
521.0	768.54	0.0	811	-135.04	0	250	31.2	29	4.11	0.49	0
522.0	769.23	2.0	3845	128.19	0	215	31.2	29	4.12	0.48	0
