Datetime,Total_conc,11.5,15.4,20.5,27.4,36.5,48.7,64.9,86.6,115.5,154.0,205.4,268.6,337.0,419.5,522.0,650.0,809.0,1007.0,1254.0,1561.5,1944.0,2420.5,3014.0,3752.5,4672.0,5816.5,7241.0,9015.5,All data,Cutting,Break,Cleaning,Day1,Day2,Day3
2023-10-23 13:44:00,28395.09413225607,1505.3076,3874.8235,4499.3706,6007.3711,5501.7852,3625.0935,1741.75,865.0453,529.3888,231.5806,0.0,0.0,2.326643098290137,1.8585076709305965,1.0936525722682204,0.9643389317342146,1.3372433835066968,1.0926501409462515,1.1407668444007653,0.9743632449539049,0.7839012937797877,0.6896727495146981,0.5383056198973735,0.34784366872325617,0.16239387415898415,0.10926501409462515,0.07518234914767785,0.08320179972343016,True,False,False,False,False,False,False
2023-10-23 13:45:00,28560.75460539549,1691.4004,4121.6172,4503.9419,5874.9927,5377.8735,3577.3186,1761.9703,895.5414,533.8525,207.0793,0.0,0.0,2.580111754220683,2.149926001185054,1.2013112637218726,1.1511730640673703,1.5943947490131696,1.194291915770242,1.2293886555283937,1.0258275649311148,0.823269238326926,0.7691199827000635,0.6527993595016185,0.343948049629885,0.16545605885985723,0.1323648470878858,0.07921835545411346,0.07420453548866324,True,False,False,False,False,False,False
2023-10-23 13:46:00,28232.957299337995,1714.2323,4098.6743,4440.8135,5834.0981,5294.4165,3454.1348,1657.9391,877.8505,583.9943,262.0969,0.0,0.0,2.574827808834211,2.079514359627007,1.1731108007539046,1.1269884957669989,1.447839313067212,1.163084212713273,1.2653554107277158,0.9685684047250186,0.8271935133521122,0.7449754914189326,0.5514623422347414,0.33488804055709753,0.1604254086501066,0.11731108007539046,0.07820738671692697,0.09324726877787447,True,False,False,False,False,False,False
2023-10-23 13:47:00,27244.195531045127,1389.2314,3789.2004,4469.7949,5613.6426,5078.8989,3440.0139,1812.7749,966.8825,527.5898,141.845,0.0,0.0,2.515539673216215,2.0543406896851435,1.1910965052932896,1.088830643727704,1.3434926911557306,1.1349505420808113,1.194104324751101,1.0216560091699176,0.7980747628059415,0.7088427855575384,0.5404048959201035,0.3338679598170584,0.16041703774993799,0.11028671345308236,0.060156389156226744,0.06516942158591231,True,False,False,False,False,False,False
2023-10-23 13:48:00,27474.70564130194,1630.7604,3873.071,4265.3213,5534.4526,5172.8247,3583.7297,1882.4313,940.8648,466.9063,110.2344,0.0,0.0,2.4623073287550485,2.0983750973470343,1.2161151424185155,1.0567068096530217,1.3935697015348198,1.0456785602164151,1.165986735888486,0.9855244723803798,0.7980442319580695,0.6436487398455786,0.5113097466063008,0.3308474830981946,0.14537237893708552,0.11028249436606487,0.07419004166444364,0.07118233727264188,True,False,False,False,False,False,False
2023-10-23 13:49:00,26952.373873479388,1297.8918,3562.6912,4249.6675,5602.5464,5215.0288,3584.8157,1858.4253,927.0795,485.653,154.5993,0.0,0.0,2.467244916267928,1.9579558396876326,1.196027299921836,1.073717718538379,1.4035525732527832,1.094771007137171,1.2461541775380067,0.9042888721957217,0.7669412275274137,0.6817255355799233,0.5153043018942361,0.31178917877258255,0.14336286998224856,0.10626898054628216,0.062157328244051825,0.04411165230223033,True,False,False,False,False,False,False
2023-10-23 13:50:00,27628.88223964965,1388.2448,3737.2102,4405.7061,5782.6255,5353.2397,3642.4285,1848.1963,894.1912,446.269,116.8206,0.0,0.0,2.460232375151949,1.954952376343236,1.1198368227566127,1.1007885688332681,1.4356368220120583,1.1208393624367885,1.1769815845266456,0.9083009502394727,0.7719555537355342,0.6757117444386365,0.5143028559302975,0.31279238021491773,0.1573987297876349,0.109276825139186,0.07017777761232129,0.061154920490737126,True,False,False,False,False,False,False
2023-10-23 13:51:00,27612.049739131882,1321.2699,3704.8506,4396.2534,5769.4976,5358.1968,3666.2598,1870.1034,899.5146,460.6933,150.8015,0.0,0.0,2.521704215283972,2.0855446392805814,1.1600842055998235,1.130004234840969,1.4779292299517197,1.1480522172962817,1.2262601412693035,1.002665691961818,0.8362231870961562,0.7289379580562417,0.5685114473423508,0.3128316958920872,0.15240518517819635,0.10929056042383817,0.07720525828106,0.07118926412928908,True,False,False,False,False,False,False
2023-10-23 13:52:00,27055.894472425643,1321.8114,3378.3792,4131.9541,5809.5903,5488.3223,3709.082,1800.8817,826.219,429.8188,145.7891,0.0,0.0,2.4522101315489833,1.9549508407688134,1.1519171877145469,1.1358765654313157,1.4306229998856905,1.0937699319378336,1.2200898324182798,1.0055465093800615,0.7468914750629568,0.6386172746511457,0.495254212994766,0.3228175234500297,0.15038083390529333,0.10727166151910925,0.07418787805994471,0.06616756691832906,True,False,False,False,False,False,False
